molecule_chembl_id,pIC50,smile,ROMol
CHEMBL2031297,9.55,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637120>
CHEMBL355816,9.55,O=C(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637190>
CHEMBL2031305,9.54,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637200>
CHEMBL426580,9.54,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637270>
CHEMBL2029438,9.54,C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966372E0>
CHEMBL3917026,9.52,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OCC4CC4)cc3)nn21,<rdkit.Chem.rdchem.Mol object at 0x000001D696637350>
CHEMBL4439338,9.52,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCN1CCNCCNCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966373C0>
CHEMBL4785569,9.52,CCOc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637430>
CHEMBL4078431,9.52,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x000001D6966374A0>
CHEMBL4743998,9.52,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NS(C)(=O)=O)cc3)cc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637510>
CHEMBL3544983,9.52,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637580>
CHEMBL3357644,9.52,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966375F0>
CHEMBL4748320,9.52,CN(C)CCNCc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637660>
CHEMBL4290812,9.52,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966376D0>
CHEMBL4787816,9.52,COc1cc(CNCCN(C)C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637740>
CHEMBL4740573,9.52,COc1cc(NS(C)(=O)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966377B0>
CHEMBL203644,9.52,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637820>
CHEMBL2029436,9.52,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637890>
CHEMBL3360603,9.51,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001D696637900>
CHEMBL3355877,9.49,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCn1ccnc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001D696637970>
CHEMBL4873506,9.49,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966379E0>
CHEMBL3360606,9.49,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001D696637A50>
CHEMBL3360619,9.48,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001D696637AC0>
CHEMBL366580,9.47,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637B30>
CHEMBL3965262,9.47,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(C)cc3)nn21,<rdkit.Chem.rdchem.Mol object at 0x000001D696637BA0>
CHEMBL91980,9.46,Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637C10>
CHEMBL4860398,9.46,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637C80>
CHEMBL163369,9.46,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637CF0>
CHEMBL4098072,9.46,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637D60>
CHEMBL603266,9.44,O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637DD0>
CHEMBL3360618,9.43,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001D696637E40>
CHEMBL4540303,9.43,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637EB0>
CHEMBL599863,9.43,O=C(CNC(=O)Oc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696637F20>
CHEMBL3895468,9.43,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2,<rdkit.Chem.rdchem.Mol object at 0x000001D696637F90>
CHEMBL39320,9.43,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,<rdkit.Chem.rdchem.Mol object at 0x000001D696639040>
CHEMBL2029434,9.42,C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966390B0>
CHEMBL2447950,9.42,CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001D696639120>
CHEMBL4858583,9.41,CN(/N=N\c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCl,<rdkit.Chem.rdchem.Mol object at 0x000001D696639190>
CHEMBL4757806,9.4,COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639200>
CHEMBL4282543,9.4,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639270>
CHEMBL4112924,9.4,CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6966392E0>
CHEMBL51741,9.4,C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639350>
CHEMBL3901622,9.4,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966393C0>
CHEMBL3759317,9.4,COc1cc(C(=O)NCCN(C)C)cc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639430>
CHEMBL4784777,9.4,COc1cc(CNCCS(C)(=O)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966394A0>
CHEMBL4793053,9.4,[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639510>
CHEMBL4783569,9.4,COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639580>
CHEMBL4795296,9.4,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)cc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966395F0>
CHEMBL1204199,9.39,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001D696639660>
CHEMBL2029429,9.39,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966396D0>
CHEMBL31815,9.38,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639740>
CHEMBL188762,9.37,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966397B0>
CHEMBL2029428,9.37,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639820>
CHEMBL39337,9.36,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639890>
CHEMBL351629,9.36,CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639900>
CHEMBL40734,9.36,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639970>
CHEMBL162821,9.35,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6966399E0>
CHEMBL304271,9.35,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639A50>
CHEMBL443523,9.35,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639AC0>
CHEMBL3906546,9.34,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC(F)(F)F)cc3)nn21,<rdkit.Chem.rdchem.Mol object at 0x000001D696639B30>
CHEMBL3818015,9.33,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639BA0>
CHEMBL539822,9.33,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,<rdkit.Chem.rdchem.Mol object at 0x000001D696639C10>
CHEMBL3360609,9.33,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639C80>
CHEMBL3355875,9.33,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001D696639CF0>
CHEMBL4868614,9.32,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639D60>
CHEMBL3926191,9.32,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC)cc3)nn21,<rdkit.Chem.rdchem.Mol object at 0x000001D696639DD0>
CHEMBL54088,9.32,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639E40>
CHEMBL3360617,9.31,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001D696639EB0>
CHEMBL3355881,9.31,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639F20>
CHEMBL2021576,9.31,O=C(O)[C@H]1O[C@@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D696639F90>
CHEMBL3355882,9.3,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D69663B040>
CHEMBL4071474,9.3,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D69663B0B0>
CHEMBL4776751,9.3,COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D69663B120>
