molecule_chembl_id,pIC50,smile,ROMol
CHEMBL3741473,8.3,O=C(Nc1ccc(CN2CCCCC2)cc1)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E85F0>
CHEMBL2178351,8.3,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8660>
CHEMBL310827,8.3,Cc1c[nH]c2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E86D0>
CHEMBL4079501,8.3,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8740>
CHEMBL3542268,8.3,OCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E87B0>
CHEMBL4071463,8.3,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8820>
CHEMBL3623282,8.3,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8890>
CHEMBL80809,8.3,CC(=O)NCCNCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8900>
CHEMBL444619,8.3,COc1cc(ON2CCC(C)CC2)c2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8970>
CHEMBL197640,8.3,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E89E0>
CHEMBL3967836,8.3,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(C(=O)OC(C)(C)C)C4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8A50>
CHEMBL4094927,8.3,CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8AC0>
CHEMBL312818,8.3,c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8B30>
CHEMBL3741424,8.3,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8BA0>
CHEMBL2437463,8.29,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCCC5)cc4)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8C10>
CHEMBL289162,8.29,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8C80>
CHEMBL4290568,8.28,C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8CF0>
CHEMBL3622671,8.28,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8D60>
CHEMBL3933539,8.28,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8DD0>
CHEMBL3622650,8.28,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8E40>
CHEMBL126384,8.27,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8EB0>
CHEMBL4129209,8.27,C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8F20>
CHEMBL3763627,8.27,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E8F90>
CHEMBL4206288,8.27,CN1CCN(c2ccc(Nc3cc4c(N5CCOCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9040>
CHEMBL3218346,8.27,C=CC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E90B0>
CHEMBL4794998,8.27,C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9120>
CHEMBL3622637,8.27,COCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9190>
CHEMBL3897723,8.27,COc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccc(Cl)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9200>
CHEMBL1243255,8.27,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9270>
CHEMBL2420867,8.27,COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E92E0>
CHEMBL338215,8.27,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9350>
CHEMBL1928291,8.26,O=C(c1cc2ccccc2[nH]1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E93C0>
CHEMBL3699584,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9430>
CHEMBL3699607,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E94A0>
CHEMBL4212884,8.26,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9510>
CHEMBL3699617,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9580>
CHEMBL3699596,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E95F0>
CHEMBL3699586,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9660>
CHEMBL3699609,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E96D0>
CHEMBL3699587,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9740>
CHEMBL3818563,8.26,CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E97B0>
CHEMBL3699602,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(N)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9820>
CHEMBL3699615,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9890>
CHEMBL3699611,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9900>
CHEMBL3699595,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9970>
CHEMBL2048909,8.26,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E99E0>
CHEMBL3699581,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9A50>
CHEMBL3699622,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9AC0>
CHEMBL3699603,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9B30>
CHEMBL3622655,8.26,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9BA0>
CHEMBL3699613,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9C10>
CHEMBL1643971,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9C80>
CHEMBL3699583,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9CF0>
CHEMBL3699588,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9D60>
CHEMBL3357641,8.26,CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9DD0>
CHEMBL2437479,8.25,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9E40>
CHEMBL3903713,8.25,C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9EB0>
CHEMBL4563873,8.25,COc1cc2ncnc(Nc3ccc(F)c(Br)c3)c2cc1OCCCN1CCNCCNCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9F20>
CHEMBL341522,8.25,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992E9F90>
CHEMBL4076854,8.25,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA040>
CHEMBL1873475,8.25,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA0B0>
CHEMBL3759135,8.25,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cscn3)nc21,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA120>
CHEMBL3622676,8.25,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC4CC4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA190>
CHEMBL4097795,8.24,NP(=O)(OCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA200>
CHEMBL4294743,8.24,CCC(=O)N[C@H]1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA270>
CHEMBL3921816,8.24,COc1cc(Nc2ncnc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc23)ccc1Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA2E0>
CHEMBL4582933,8.24,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA350>
CHEMBL53203,8.24,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA3C0>
CHEMBL3765425,8.24,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA430>
CHEMBL3219347,8.24,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA4A0>
CHEMBL3622629,8.24,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA510>
CHEMBL1928312,8.23,COc1ccc2[nH]c(C(=O)c3cc4c(Nc5ccc(F)c(Cl)c5)ncnc4s3)cc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA580>
CHEMBL69071,8.23,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA5F0>
CHEMBL4521028,8.23,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA660>
CHEMBL3977187,8.23,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1ccc(N)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA6D0>
CHEMBL3765815,8.22,COCCOc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCOC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA740>
CHEMBL1645474,8.22,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA7B0>
CHEMBL2105719,8.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA820>
CHEMBL4515526,8.22,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(F)cc2)nn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA890>
CHEMBL1173655,8.22,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA900>
CHEMBL3758471,8.22,C[C@@H](Nc1ncnc2sc(-c3cccc(C=O)c3)cc12)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA970>
CHEMBL3954587,8.22,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EA9E0>
CHEMBL3647418,8.22,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAA50>
CHEMBL3979610,8.22,Fc1ccc(Nc2nncc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAAC0>
CHEMBL3633151,8.22,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAB30>
CHEMBL4557772,8.22,C=C(F)C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EABA0>
CHEMBL329856,8.22,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAC10>
CHEMBL473438,8.22,CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAC80>
CHEMBL206955,8.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EACF0>
CHEMBL3759900,8.22,COc1cc(C=O)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAD60>
CHEMBL4534592,8.22,C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4cc(C(F)(F)F)cnc4C#N)nn3)c3c(N)ncnc32)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EADD0>
CHEMBL461795,8.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CC[C@@H](C(N)=O)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAE40>
CHEMBL471058,8.22,CCc1nccn1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAEB0>
CHEMBL3671484,8.22,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)CN(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAF20>
CHEMBL4088277,8.22,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cncc5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EAF90>
CHEMBL207815,8.22,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB040>
CHEMBL3926558,8.22,C=CC(=O)N1CC(Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB0B0>
CHEMBL3932176,8.22,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB120>
CHEMBL56502,8.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB190>
CHEMBL3914159,8.22,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB200>
CHEMBL3234750,8.22,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(Nc2ccccc2)nc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB270>
CHEMBL3898447,8.22,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB2E0>
CHEMBL118130,8.22,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB350>
CHEMBL3963723,8.22,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB3C0>
CHEMBL7917,8.22,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB430>
CHEMBL4087646,8.22,NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB4A0>
CHEMBL3759780,8.22,COc1cc(F)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB510>
CHEMBL3608433,8.22,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C4CCN(C)C4)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB580>
CHEMBL3622648,8.22,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB5F0>
CHEMBL306315,8.22,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB660>
CHEMBL3608434,8.22,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@H]1F,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB6D0>
CHEMBL4532084,8.21,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCCOCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB740>
CHEMBL1229592,8.21,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB7B0>
CHEMBL3937949,8.21,O=C(O)c1ccc(Nc2nncc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB820>
CHEMBL3622673,8.21,C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB890>
CHEMBL1088931,8.21,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1)c1c(F)cccc1F,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB900>
CHEMBL4063301,8.21,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB970>
CHEMBL4090582,8.21,CN(C)C/C=C/C(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EB9E0>
CHEMBL4783428,8.21,Fc1cc(Br)c(F)c(Nc2ncnc3cc4c(cc23)OCCO4)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBA50>
CHEMBL4282688,8.2,C=C=CC(=O)Nc1cc(Nc2ncc(OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBAC0>
CHEMBL3219348,8.2,C=CC(=O)Nc1cccc(N2C(=O)CN(Cc3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBB30>
CHEMBL3966129,8.2,Clc1ccc(C(/C=C/c2ccccc2)=N\Nc2nncc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBBA0>
CHEMBL590878,8.2,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBC10>
CHEMBL4791702,8.2,O=C(C#CCO)Nc1ccc2nccc(Oc3ccc(C(=O)Nc4ccccn4)cc3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBC80>
CHEMBL3622666,8.19,O=C(/C=C/CNC1CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBCF0>
CHEMBL3655354,8.19,CC(C)N(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBD60>
CHEMBL69629,8.19,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBDD0>
CHEMBL4740063,8.19,Clc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBE40>
CHEMBL63469,8.19,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBEB0>
CHEMBL3930762,8.19,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCC(=O)NO)nn5)cc34)cc2C)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992EBF20>
