molecule_chembl_id,type,value,units,pchembl_value
CHEMBL35820,IC50,0.006,nM,11.22
CHEMBL66031,IC50,0.008,nM,11.1
CHEMBL53753,IC50,0.008,nM,11.1
CHEMBL176582,IC50,0.01,nM,11.0
CHEMBL29197,IC50,0.025,nM,10.6
CHEMBL174426,IC50,0.025,nM,10.6
CHEMBL1243316,IC50,0.03,nM,10.52
CHEMBL3613702,IC50,0.037,nM,10.43
CHEMBL363815,IC50,0.037,nM,10.43
CHEMBL4100860,Ki,0.07,nM,10.15
CHEMBL275762,IC50,0.07,nM,10.15
CHEMBL327307,IC50,0.072,nM,10.14
CHEMBL53428,IC50,0.09,nM,10.05
CHEMBL4760328,IC50,0.1,nM,10.0
CHEMBL55729,IC50,0.1,nM,10.0
CHEMBL4784258,IC50,0.1,nM,10.0
CHEMBL4748367,IC50,0.1,nM,10.0
CHEMBL4759003,IC50,0.1,nM,10.0
CHEMBL4742081,IC50,0.1,nM,10.0
CHEMBL4778248,IC50,0.1,nM,10.0
CHEMBL420624,IC50,0.1,nM,10.0
CHEMBL4787951,IC50,0.1,nM,10.0
CHEMBL190094,IC50,0.11,nM,9.96
CHEMBL3930620,IC50,0.12,nM,9.92
CHEMBL328216,IC50,0.12,nM,9.92
CHEMBL193160,IC50,0.12,nM,9.92
CHEMBL51853,IC50,0.13,nM,9.89
CHEMBL3892310,IC50,0.13,nM,9.89
CHEMBL54400,IC50,0.13,nM,9.89
CHEMBL3883534,Ki,0.14,nM,9.85
CHEMBL417478,IC50,0.16,nM,9.8
CHEMBL4792967,IC50,0.17,nM,9.77
CHEMBL418967,IC50,0.17,nM,9.77
CHEMBL93032,IC50,0.17,nM,9.77
CHEMBL592617,IC50,0.17,nM,9.77
CHEMBL2031302,IC50,0.18,nM,9.74
CHEMBL3910697,IC50,0.18,nM,9.74
CHEMBL4761468,IC50,0.18,nM,9.74
CHEMBL166093,IC50,0.18,nM,9.74
CHEMBL166154,IC50,0.19,nM,9.72
CHEMBL165864,IC50,0.19,nM,9.72
CHEMBL4776396,IC50,0.2,nM,9.7
CHEMBL4175024,IC50,0.2,nM,9.7
CHEMBL4164805,IC50,0.2,nM,9.7
CHEMBL3753235,IC50,0.2,nM,9.7
CHEMBL4747958,IC50,0.2,nM,9.7
CHEMBL437879,IC50,0.208,nM,9.68
CHEMBL161956,IC50,0.22,nM,9.66
CHEMBL4516232,IC50,0.22,nM,9.66
CHEMBL4439982,IC50,0.22,nM,9.66
CHEMBL4527121,IC50,0.22,nM,9.66
CHEMBL4473277,IC50,0.22,nM,9.66
CHEMBL4540138,IC50,0.22,nM,9.66
CHEMBL4560430,IC50,0.22,nM,9.66
CHEMBL4851176,IC50,0.23,nM,9.64
CHEMBL2031300,IC50,0.23,nM,9.64
CHEMBL127041,IC50,0.24,nM,9.62
CHEMBL316064,IC50,0.24,nM,9.62
CHEMBL4862351,IC50,0.2446,nM,9.61
CHEMBL328955,IC50,0.25,nM,9.6
CHEMBL52913,IC50,0.25,nM,9.6
CHEMBL53426,IC50,0.25,nM,9.6
CHEMBL4796010,IC50,0.26,nM,9.59
CHEMBL3360608,IC50,0.26,nM,9.59
CHEMBL2031298,IC50,0.27,nM,9.57
CHEMBL3929484,IC50,0.27,nM,9.57
CHEMBL2031303,IC50,0.27,nM,9.57
CHEMBL152905,IC50,0.27,nM,9.57
CHEMBL128468,IC50,0.28,nM,9.55
CHEMBL2031297,IC50,0.28,nM,9.55
CHEMBL355816,IC50,0.28,nM,9.55
CHEMBL2031305,IC50,0.29,nM,9.54
CHEMBL426580,IC50,0.29,nM,9.54
CHEMBL2029438,IC50,0.29,nM,9.54
CHEMBL3917026,IC50,0.3,nM,9.52
CHEMBL4439338,IC50,0.3,nM,9.52
CHEMBL4785569,IC50,0.3,nM,9.52
CHEMBL4078431,IC50,0.3,nM,9.52
CHEMBL4743998,IC50,0.3,nM,9.52
CHEMBL3544983,IC50,0.3,nM,9.52
CHEMBL3357644,IC50,0.3,nM,9.52
CHEMBL4748320,IC50,0.3,nM,9.52
CHEMBL4290812,IC50,0.3,nM,9.52
CHEMBL4787816,IC50,0.3,nM,9.52
CHEMBL4740573,IC50,0.3,nM,9.52
CHEMBL203644,IC50,0.3,nM,9.52
CHEMBL2029436,IC50,0.3,nM,9.52
CHEMBL3360603,IC50,0.31,nM,9.51
CHEMBL3355877,IC50,0.32,nM,9.49
CHEMBL4873506,IC50,0.32,nM,9.49
CHEMBL3360606,IC50,0.32,nM,9.49
CHEMBL3360619,IC50,0.33,nM,9.48
CHEMBL366580,IC50,0.34,nM,9.47
CHEMBL3965262,IC50,0.34,nM,9.47
CHEMBL91980,IC50,0.35,nM,9.46
CHEMBL4860398,IC50,0.35,nM,9.46
CHEMBL163369,IC50,0.35,nM,9.46
CHEMBL4098072,Ki,0.35,nM,9.46
CHEMBL603266,IC50,0.36,nM,9.44
CHEMBL3360618,IC50,0.37,nM,9.43
CHEMBL4540303,IC50,0.37,nmol/L,9.43
CHEMBL599863,IC50,0.37,nM,9.43
CHEMBL3895468,IC50,0.37,nM,9.43
CHEMBL39320,IC50,0.37,nM,9.43
CHEMBL2029434,IC50,0.38,nM,9.42
CHEMBL2447950,IC50,0.38,nM,9.42
CHEMBL4858583,IC50,0.39,nM,9.41
CHEMBL4757806,IC50,0.4,nM,9.4
CHEMBL4282543,IC50,0.4,nM,9.4
CHEMBL4112924,IC50,0.4,nM,9.4
CHEMBL51741,IC50,0.4,nM,9.4
CHEMBL3901622,IC50,0.4,nM,9.4
CHEMBL3759317,IC50,0.4,nM,9.4
CHEMBL4784777,IC50,0.4,nM,9.4
CHEMBL4793053,IC50,0.4,nM,9.4
CHEMBL4783569,IC50,0.4,nM,9.4
CHEMBL4795296,IC50,0.4,nM,9.4
CHEMBL1204199,IC50,0.41,nM,9.39
CHEMBL2029429,IC50,0.41,nM,9.39
CHEMBL31815,IC50,0.42,nM,9.38
CHEMBL188762,IC50,0.43,nM,9.37
CHEMBL2029428,IC50,0.43,nM,9.37
CHEMBL39337,IC50,0.44,nM,9.36
CHEMBL351629,IC50,0.44,nM,9.36
CHEMBL40734,IC50,0.44,nM,9.36
CHEMBL162821,IC50,0.45,nM,9.35
CHEMBL304271,IC50,0.00045,uM,9.35
CHEMBL443523,IC50,0.45,nM,9.35
CHEMBL3906546,IC50,0.46,nM,9.34
CHEMBL3818015,IC50,0.47,nM,9.33
CHEMBL539822,IC50,0.47,nM,9.33
CHEMBL3360609,IC50,0.47,nM,9.33
CHEMBL3355875,IC50,0.47,nM,9.33
CHEMBL4868614,IC50,0.473,nM,9.32
CHEMBL3926191,IC50,0.48,nM,9.32
CHEMBL54088,IC50,0.48,nM,9.32
CHEMBL3360617,IC50,0.49,nM,9.31
CHEMBL3355881,IC50,0.49,nM,9.31
CHEMBL2021576,IC50,0.49,nM,9.31
CHEMBL3355882,IC50,0.5,nM,9.3
CHEMBL4071474,IC50,0.5,nM,9.3
CHEMBL4776751,IC50,0.5,nM,9.3
CHEMBL203599,IC50,0.5,nM,9.3
CHEMBL4763315,IC50,0.5,nM,9.3
CHEMBL3758770,IC50,0.5,nM,9.3
CHEMBL4080720,IC50,0.5,nM,9.3
CHEMBL3758582,IC50,0.5,nM,9.3
CHEMBL2021575,IC50,0.5,nM,9.3
CHEMBL3633145,IC50,0.5,nM,9.3
CHEMBL4792577,IC50,0.5,nM,9.3
CHEMBL4786776,IC50,0.5,nM,9.3
CHEMBL2347958,IC50,0.5,nM,9.3
CHEMBL3355876,IC50,0.51,nM,9.29
CHEMBL3901296,IC50,0.51,nM,9.29
CHEMBL2031304,IC50,0.51,nM,9.29
CHEMBL126791,IC50,0.51,nM,9.29
CHEMBL2031299,IC50,0.51,nM,9.29
CHEMBL3360604,IC50,0.52,nM,9.28
CHEMBL3355889,IC50,0.53,nM,9.28
CHEMBL4852664,IC50,0.52,nM,9.28
CHEMBL49986,IC50,0.54,nM,9.27
CHEMBL4110258,IC50,0.54,nM,9.27
CHEMBL4859375,IC50,0.5379999999999999,nM,9.27
CHEMBL3360611,IC50,0.54,nM,9.27
CHEMBL165547,IC50,0.56,nM,9.25
CHEMBL3355880,IC50,0.56,nM,9.25
CHEMBL2029435,IC50,0.58,nM,9.24
CHEMBL3360610,IC50,0.57,nM,9.24
CHEMBL1243254,IC50,0.57,nM,9.24
CHEMBL4454516,IC50,0.5872,nM,9.23
CHEMBL4562352,IC50,0.6,nM,9.22
CHEMBL4749862,IC50,0.6,nM,9.22
CHEMBL4170121,IC50,0.6,nM,9.22
CHEMBL4741922,IC50,0.6,nM,9.22
CHEMBL4285217,IC50,0.6,nM,9.22
CHEMBL4789027,IC50,0.6,nM,9.22
CHEMBL3891846,IC50,0.6,nM,9.22
CHEMBL4282954,IC50,0.6,nM,9.22
CHEMBL4746770,IC50,0.6,nM,9.22
CHEMBL378144,IC50,0.6,nM,9.22
CHEMBL127086,IC50,0.61,nM,9.21
CHEMBL3890068,IC50,0.63,nM,9.2
CHEMBL162622,IC50,0.65,nM,9.19
CHEMBL3920583,IC50,0.65,nM,9.19
CHEMBL1204262,IC50,0.64,nM,9.19
CHEMBL3360607,IC50,0.65,nM,9.19
CHEMBL3954175,IC50,0.66,nM,9.18
CHEMBL3355878,IC50,0.66,nM,9.18
CHEMBL1204168,IC50,0.66,nM,9.18
CHEMBL3814257,IC50,0.662,nM,9.18
CHEMBL2031307,IC50,0.68,nM,9.17
CHEMBL2437462,IC50,0.677,nM,9.17
CHEMBL3357636,IC50,0.67,nM,9.17
CHEMBL317925,IC50,0.67,nM,9.17
CHEMBL4473875,IC50,0.69,nM,9.16
CHEMBL4471491,IC50,0.69,nmol/L,9.16
CHEMBL92937,IC50,0.69,nM,9.16
CHEMBL3957055,IC50,0.69,nM,9.16
CHEMBL280757,IC50,0.69,nM,9.16
CHEMBL4294211,IC50,0.7,nM,9.15
CHEMBL4279016,IC50,0.7,nM,9.15
CHEMBL4284071,IC50,0.71,nM,9.15
CHEMBL3909201,IC50,0.7,nM,9.15
CHEMBL4293145,IC50,0.7,nM,9.15
CHEMBL3940089,IC50,0.7,nM,9.15
CHEMBL4128567,IC50,0.7,nM,9.15
CHEMBL4287401,IC50,0.7,nM,9.15
CHEMBL4744798,IC50,0.7,nM,9.15
CHEMBL4751641,IC50,0.7,nM,9.15
CHEMBL4778894,IC50,0.7,nM,9.15
CHEMBL4759127,IC50,0.7,nM,9.15
CHEMBL54091,IC50,0.72,nM,9.14
CHEMBL3977729,IC50,0.72,nM,9.14
CHEMBL289213,IC50,0.72,nM,9.14
CHEMBL339416,IC50,0.74,nM,9.13
CHEMBL299622,IC50,0.76,nM,9.12
CHEMBL28418,IC50,0.75,nM,9.12
CHEMBL4474073,IC50,0.76,nM,9.12
CHEMBL31373,IC50,0.75,nM,9.12
CHEMBL3352899,IC50,0.78,nM,9.11
CHEMBL3360602,IC50,0.77,nM,9.11
CHEMBL3814882,IC50,0.772,nM,9.11
CHEMBL162142,IC50,0.78,nM,9.11
CHEMBL53555,IC50,0.77,nM,9.11
CHEMBL1090357,IC50,0.78,nM,9.11
CHEMBL31326,IC50,0.78,nM,9.11
CHEMBL36727,IC50,0.8,nM,9.1
CHEMBL4791195,IC50,0.8,nM,9.1
CHEMBL4764993,IC50,0.8,nM,9.1
CHEMBL4277911,IC50,0.8,nM,9.1
CHEMBL3814959,IC50,0.803,nM,9.1
CHEMBL4740295,IC50,0.8,nM,9.1
CHEMBL4746697,IC50,0.8,nM,9.1
CHEMBL53300,IC50,0.79,nM,9.1
CHEMBL2029437,IC50,0.8,nM,9.1
CHEMBL4780286,IC50,0.8,nM,9.1
CHEMBL3904488,IC50,0.79,nM,9.1
CHEMBL1243345,IC50,0.8,nM,9.1
CHEMBL294475,IC50,0.81,nM,9.09
CHEMBL3360620,IC50,0.82,nM,9.09
CHEMBL599047,IC50,0.85,nM,9.07
CHEMBL4745195,IC50,0.86,nM,9.07
CHEMBL3814211,IC50,0.854,nM,9.07
CHEMBL3759369,IC50,0.9,nM,9.05
CHEMBL3759199,IC50,0.9,nM,9.05
CHEMBL205059,IC50,0.9,nM,9.05
CHEMBL3622664,IC50,0.9,nM,9.05
CHEMBL96065,IC50,0.89,nM,9.05
CHEMBL3355874,IC50,0.89,nM,9.05
CHEMBL3357638,IC50,0.89,nM,9.05
CHEMBL3233785,IC50,0.0009,uM,9.05
CHEMBL4203016,IC50,0.9,nM,9.05
CHEMBL4215080,IC50,0.9,nM,9.05
CHEMBL3946096,IC50,0.9,nM,9.05
CHEMBL338114,IC50,0.91,nM,9.04
CHEMBL53690,IC50,0.91,nM,9.04
CHEMBL126372,IC50,0.92,nM,9.04
CHEMBL189779,IC50,0.94,nM,9.03
CHEMBL4577883,IC50,0.94,nM,9.03
CHEMBL165630,IC50,0.93,nM,9.03
CHEMBL1090358,IC50,0.96,nM,9.02
CHEMBL31816,IC50,0.95,nM,9.02
CHEMBL328106,IC50,0.96,nM,9.02
CHEMBL53777,IC50,0.95,nM,9.02
CHEMBL4756020,IC50,0.95,nM,9.02
CHEMBL31570,IC50,0.97,nM,9.01
CHEMBL431977,IC50,0.001,uM,9.0
CHEMBL4575583,IC50,1.0,nM,9.0
CHEMBL271705,IC50,0.001,uM,9.0
CHEMBL3674150,IC50,1.0,nM,9.0
CHEMBL415738,IC50,1.0,nM,9.0
CHEMBL310853,IC50,0.001,uM,9.0
CHEMBL4436563,IC50,1.0,nM,9.0
CHEMBL79215,IC50,0.001,uM,9.0
CHEMBL76751,IC50,0.001,uM,9.0
CHEMBL308498,IC50,0.001,uM,9.0
CHEMBL312753,IC50,0.001,uM,9.0
CHEMBL3416592,IC50,1.0,nM,9.0
CHEMBL3678946,IC50,1.0,nM,9.0
CHEMBL4448162,IC50,1.0,nM,9.0
CHEMBL30432,IC50,0.001,uM,9.0
CHEMBL4293734,IC50,1.0,nM,9.0
CHEMBL153573,IC50,1.0,nM,9.0
CHEMBL3655350,IC50,1.0,nM,9.0
CHEMBL3741490,IC50,0.001,uM,9.0
CHEMBL2031296,IC50,1.01,nM,9.0
CHEMBL475768,IC50,1.0,nM,9.0
CHEMBL3655336,IC50,1.0,nM,9.0
CHEMBL4790568,IC50,1.01,nM,9.0
CHEMBL3655341,IC50,1.0,nM,9.0
CHEMBL3655342,IC50,1.0,nM,9.0
CHEMBL165574,IC50,1.0,nM,9.0
CHEMBL3962233,IC50,1.0,nM,9.0
CHEMBL3655340,IC50,1.0,nM,9.0
CHEMBL3655347,IC50,1.0,nM,9.0
CHEMBL3968039,IC50,1.0,nM,9.0
CHEMBL121954,IC50,0.001,uM,9.0
CHEMBL3655338,IC50,1.0,nM,9.0
CHEMBL3655352,IC50,1.0,nM,9.0
CHEMBL3655351,IC50,1.0,nM,9.0
CHEMBL3655349,IC50,1.0,nM,9.0
CHEMBL1204305,IC50,1.05,nM,8.98
CHEMBL3814956,IC50,1.06,nM,8.97
CHEMBL3818547,IC50,1.06,nM,8.97
CHEMBL2437469,IC50,1.07,nM,8.97
CHEMBL3355879,IC50,1.08,nM,8.97
CHEMBL3663925,IC50,1.1,nM,8.96
CHEMBL358934,IC50,1.1,nM,8.96
CHEMBL296168,IC50,1.1,nM,8.96
CHEMBL3655337,IC50,1.1,nM,8.96
CHEMBL3970231,IC50,1.1,nM,8.96
CHEMBL3663926,IC50,1.1,nM,8.96
CHEMBL162034,IC50,1.1,nM,8.96
CHEMBL4779711,IC50,1.1,nM,8.96
CHEMBL3623284,IC50,1.1,nM,8.96
CHEMBL165788,IC50,1.1,nM,8.96
CHEMBL3960853,IC50,1.1,nM,8.96
CHEMBL4206716,IC50,1.1,nM,8.96
CHEMBL4089863,IC50,1.1,nM,8.96
CHEMBL4096980,IC50,1.1,nM,8.96
CHEMBL4099329,IC50,1.1,nM,8.96
CHEMBL4875985,IC50,1.097,nM,8.96
CHEMBL264382,IC50,0.0011,uM,8.96
CHEMBL437890,IC50,1.1,nM,8.96
CHEMBL2032376,IC50,1.16,nM,8.94
CHEMBL3355890,IC50,1.18,nM,8.93
CHEMBL3622632,IC50,1.2,nM,8.92
CHEMBL3647964,IC50,1.2,nM,8.92
CHEMBL127058,IC50,1.2,nM,8.92
CHEMBL69358,IC50,0.0012,uM,8.92
CHEMBL3622639,IC50,1.2,nM,8.92
CHEMBL4749064,IC50,1.2,nM,8.92
CHEMBL153206,IC50,1.2,nM,8.92
CHEMBL166358,IC50,1.2,nM,8.92
CHEMBL162223,IC50,1.2,nM,8.92
CHEMBL3663923,IC50,1.2,nM,8.92
CHEMBL53665,IC50,1.2,nM,8.92
CHEMBL3663927,IC50,1.2,nM,8.92
CHEMBL3622645,IC50,1.2,nM,8.92
CHEMBL3663934,IC50,1.2,nM,8.92
CHEMBL3908905,IC50,1.2,nM,8.92
CHEMBL3663936,IC50,1.2,nM,8.92
CHEMBL4128415,IC50,1.2,nM,8.92
CHEMBL4284780,IC50,1.2,nM,8.92
CHEMBL4288246,IC50,1.2,nM,8.92
CHEMBL598007,IC50,1.24,nM,8.91
CHEMBL153525,IC50,1.24,nM,8.91
CHEMBL3663930,IC50,1.3,nM,8.89
CHEMBL2441568,IC50,1.29,nM,8.89
CHEMBL3916927,IC50,1.3,nM,8.89
CHEMBL3545154,IC50,1.3,nM,8.89
CHEMBL3663921,IC50,1.3,nM,8.89
CHEMBL3663933,IC50,1.3,nM,8.89
CHEMBL3352869,IC50,1.3,nM,8.89
CHEMBL3663935,IC50,1.3,nM,8.89
CHEMBL4211949,IC50,1.3,nM,8.89
CHEMBL161895,IC50,1.3,nM,8.89
CHEMBL203661,IC50,1.3,nM,8.89
CHEMBL3752363,IC50,1.3,nM,8.89
CHEMBL4877510,IC50,1.3,nM,8.89
CHEMBL4794073,IC50,1.3,nM,8.89
CHEMBL4277912,IC50,1.3,nM,8.89
CHEMBL4789811,IC50,1.3,nM,8.89
CHEMBL176891,IC50,1.32,nM,8.88
CHEMBL3818115,IC50,1.34,nM,8.87
CHEMBL3972316,IC50,1.39,nM,8.86
CHEMBL2029439,IC50,1.41,nM,8.85
CHEMBL3932784,IC50,1.4,nM,8.85
CHEMBL3655344,IC50,1.4,nM,8.85
CHEMBL4286318,IC50,1.4,nM,8.85
CHEMBL202411,IC50,1.4,nM,8.85
CHEMBL3814320,IC50,1.43,nM,8.85
CHEMBL3663928,IC50,1.4,nM,8.85
CHEMBL127082,IC50,1.4,nM,8.85
CHEMBL1916891,IC50,1.4,nM,8.85
CHEMBL4776056,IC50,1.4,nM,8.85
CHEMBL128467,IC50,1.4,nM,8.85
CHEMBL3929060,IC50,1.4,nM,8.85
CHEMBL3663922,IC50,1.4,nM,8.85
CHEMBL2138625,IC50,1.4,nM,8.85
CHEMBL4522240,IC50,1.4,nM,8.85
CHEMBL3360605,IC50,1.44,nM,8.84
CHEMBL2031306,IC50,1.46,nM,8.84
CHEMBL4591886,IC50,1.48,nM,8.83
CHEMBL2032380,IC50,1.47,nM,8.83
CHEMBL204638,IC50,1.5,nM,8.82
CHEMBL3663937,IC50,1.5,nM,8.82
CHEMBL3623279,IC50,1.5,nM,8.82
CHEMBL3939913,IC50,1.51,nM,8.82
CHEMBL165508,IC50,1.5,nM,8.82
CHEMBL4215076,IC50,1.5,nM,8.82
CHEMBL31656,IC50,1.5,nM,8.82
CHEMBL53831,IC50,1.5,nM,8.82
CHEMBL27688,IC50,1.5,nM,8.82
CHEMBL2029440,IC50,1.52,nM,8.82
CHEMBL3623283,IC50,1.5,nM,8.82
CHEMBL3919609,IC50,1.5,nM,8.82
CHEMBL165731,IC50,1.5,nM,8.82
CHEMBL4800367,IC50,1.51,nM,8.82
CHEMBL4759072,IC50,1.5,nM,8.82
CHEMBL4127809,IC50,1.5,nM,8.82
CHEMBL4288562,IC50,1.5,nM,8.82
CHEMBL3814812,IC50,1.5,nM,8.82
CHEMBL3759480,IC50,1.5,nM,8.82
CHEMBL3663924,IC50,1.5,nM,8.82
CHEMBL338175,IC50,1.5,nM,8.82
CHEMBL4071827,IC50,1.52,nM,8.82
CHEMBL3759359,IC50,1.5,nM,8.82
CHEMBL4450824,IC50,1.54,nM,8.81
CHEMBL4085842,IC50,1.6,nM,8.8
CHEMBL202360,IC50,1.6,nM,8.8
CHEMBL257411,Ki,0.0016,uM,8.8
CHEMBL4071012,IC50,1.6,nM,8.8
CHEMBL3898690,IC50,1.6,nM,8.8
CHEMBL3753011,IC50,1.6,nM,8.8
CHEMBL416611,IC50,1.6,nM,8.8
CHEMBL53637,IC50,1.6,nM,8.8
CHEMBL297968,IC50,1.6,nM,8.8
CHEMBL4748149,IC50,1.6,nM,8.8
CHEMBL2029441,IC50,1.67,nM,8.78
CHEMBL516979,IC50,1.66,nM,8.78
CHEMBL3663932,IC50,1.7,nM,8.77
CHEMBL32079,IC50,1.7,nM,8.77
CHEMBL32844,IC50,1.7,nM,8.77
CHEMBL173498,IC50,1.7,nM,8.77
CHEMBL204085,IC50,1.7,nM,8.77
CHEMBL162981,IC50,1.7,nM,8.77
CHEMBL1089524,IC50,1.7,nM,8.77
CHEMBL203645,IC50,1.7,nM,8.77
CHEMBL166255,IC50,1.7,nM,8.77
CHEMBL4086056,IC50,1.79,nM,8.75
CHEMBL3663931,IC50,1.8,nM,8.74
CHEMBL3815163,IC50,1.81,nM,8.74
CHEMBL3985465,IC50,1.8,nM,8.74
CHEMBL382073,IC50,1.8,nM,8.74
CHEMBL1243283,IC50,1.81,nM,8.74
CHEMBL27685,IC50,1.8,nM,8.74
CHEMBL251125,IC50,1.8,nM,8.74
CHEMBL67003,IC50,0.0018,uM,8.74
CHEMBL162508,IC50,1.8,nM,8.74
CHEMBL356850,IC50,1.8,nM,8.74
CHEMBL349070,IC50,1.8,nM,8.74
CHEMBL4744985,IC50,1.8,nM,8.74
CHEMBL3622617,IC50,1.8,nM,8.74
CHEMBL1090351,IC50,1.9,nM,8.72
CHEMBL4792426,IC50,1.9,nM,8.72
CHEMBL126623,IC50,1.9,nM,8.72
CHEMBL2048903,IC50,1.9,nM,8.72
CHEMBL31276,IC50,1.9,nM,8.72
CHEMBL4126810,IC50,1.9,nM,8.72
CHEMBL3964033,IC50,1.9,nM,8.72
CHEMBL2029432,IC50,1.95,nM,8.71
CHEMBL2087358,IC50,2.0,nM,8.7
CHEMBL3040861,IC50,0.002,uM,8.7
CHEMBL332906,IC50,0.002,uM,8.7
CHEMBL3233795,IC50,0.002,uM,8.7
CHEMBL56936,IC50,0.002,uM,8.7
CHEMBL93966,IC50,2.0,nM,8.7
CHEMBL3950549,IC50,0.002,uM,8.7
CHEMBL3806248,IC50,2.0,nM,8.7
CHEMBL3961553,IC50,2.0,nM,8.7
CHEMBL3930316,IC50,0.002,uM,8.7
CHEMBL3671498,IC50,2.0,nM,8.7
CHEMBL2087360,IC50,2.0,nM,8.7
CHEMBL250132,IC50,2.0,nM,8.7
CHEMBL3787662,Ki,2.0,nM,8.7
CHEMBL3233779,IC50,0.002,uM,8.7
CHEMBL2031309,IC50,2.02,nM,8.7
CHEMBL3928512,IC50,2.0,nM,8.7
CHEMBL3787386,Ki,2.0,nM,8.7
CHEMBL4216749,Ki,2.0,nM,8.7
CHEMBL2087361,IC50,2.0,nM,8.7
CHEMBL4293051,IC50,2.0,nM,8.7
CHEMBL4581316,IC50,2.0,nM,8.7
CHEMBL2419760,IC50,0.002,uM,8.7
CHEMBL4448107,IC50,2.0,nM,8.7
CHEMBL4642574,IC50,2.0,nM,8.7
CHEMBL3759499,Ki,2.0,nM,8.7
CHEMBL126192,IC50,0.002,uM,8.7
CHEMBL3758502,Ki,2.0,nM,8.7
CHEMBL3647422,IC50,2.0,nM,8.7
CHEMBL31622,IC50,2.0,nM,8.7
CHEMBL3671496,IC50,2.0,nM,8.7
CHEMBL4097594,IC50,2.0,nM,8.7
CHEMBL3545308,IC50,0.002,uM,8.7
CHEMBL4780965,IC50,2.0,nM,8.7
CHEMBL596754,IC50,1.99,nM,8.7
CHEMBL310740,IC50,0.002,uM,8.7
CHEMBL214798,IC50,2.0,nM,8.7
CHEMBL3655339,IC50,2.0,nM,8.7
CHEMBL213874,IC50,2.0,nM,8.7
CHEMBL3898077,IC50,2.0,nM,8.7
CHEMBL3674148,IC50,2.0,nM,8.7
CHEMBL3758602,Ki,2.0,nM,8.7
CHEMBL94062,IC50,0.002,uM,8.7
CHEMBL3759961,IC50,2.0,nM,8.7
CHEMBL3678960,IC50,2.0,nM,8.7
CHEMBL3671491,IC50,2.0,nM,8.7
CHEMBL3952953,IC50,2.0,nM,8.7
CHEMBL587723,IC50,2.0,nM,8.7
CHEMBL3758351,IC50,2.0,nM,8.7
CHEMBL3671486,IC50,2.0,nM,8.7
CHEMBL4565984,IC50,2.0,nM,8.7
CHEMBL418909,IC50,0.002,uM,8.7
CHEMBL3968417,IC50,0.002,uM,8.7
CHEMBL475594,IC50,2.0,nM,8.7
CHEMBL4547332,IC50,2.0,nM,8.7
CHEMBL3758278,IC50,2.0,nM,8.7
CHEMBL3758376,IC50,2.0,nM,8.7
CHEMBL3758800,IC50,2.0,nM,8.7
CHEMBL3604943,IC50,0.002,uM,8.7
CHEMBL4449391,IC50,2.0,nM,8.7
CHEMBL3815074,IC50,2.04,nM,8.69
CHEMBL597773,IC50,2.1,nM,8.68
CHEMBL4206166,IC50,2.1,nM,8.68
CHEMBL3965549,IC50,2.1,nM,8.68
CHEMBL155278,IC50,2.1,nM,8.68
CHEMBL3622651,IC50,2.1,nM,8.68
CHEMBL3960167,IC50,2.11,nM,8.68
CHEMBL3357649,IC50,2.1,nM,8.68
CHEMBL4744138,IC50,2.09,nM,8.68
CHEMBL3622665,IC50,2.1,nM,8.68
CHEMBL3951434,IC50,2.18,nM,8.66
CHEMBL4789312,IC50,2.2,nM,8.66
CHEMBL3948065,IC50,2.2,nM,8.66
CHEMBL1630118,IC50,0.0022,uM,8.66
CHEMBL2031308,IC50,2.21,nM,8.66
CHEMBL3814445,IC50,2.25,nM,8.65
CHEMBL3813728,IC50,2.26,nM,8.65
CHEMBL4476791,IC50,2.213,nM,8.65
CHEMBL3814447,IC50,2.22,nM,8.65
CHEMBL1090359,IC50,2.3,nM,8.64
CHEMBL4464404,IC50,2.3,nM,8.64
CHEMBL3623286,IC50,2.3,nM,8.64
CHEMBL4060996,IC50,2.3,nM,8.64
CHEMBL4793338,IC50,2.3,nM,8.64
CHEMBL53299,IC50,2.3,nM,8.64
CHEMBL51228,IC50,2.3,nM,8.64
CHEMBL4060320,IC50,2.3,nM,8.64
CHEMBL299881,IC50,2.3,nM,8.64
CHEMBL3910496,IC50,2.298,nM,8.64
CHEMBL4637274,IC50,2.4,nM,8.62
CHEMBL3622675,IC50,2.4,nM,8.62
CHEMBL4207750,IC50,2.4,nM,8.62
CHEMBL139095,IC50,2.4,nM,8.62
CHEMBL4646030,IC50,2.4,nM,8.62
CHEMBL598797,IC50,2.4,nM,8.62
CHEMBL3219127,IC50,2.45,nM,8.61
CHEMBL4743220,IC50,2.49,nM,8.6
CHEMBL1630107,IC50,0.0025,uM,8.6
CHEMBL4460381,IC50,2.5,nM,8.6
CHEMBL4079393,IC50,2.5,nM,8.6
CHEMBL592216,IC50,2.53,nM,8.6
CHEMBL4281367,IC50,2.5,nM,8.6
CHEMBL53062,IC50,2.6,nM,8.59
CHEMBL2048912,IC50,2.6,nM,8.59
CHEMBL4104658,IC50,2.6,nM,8.59
CHEMBL341319,IC50,2.6,nM,8.59
CHEMBL4099682,IC50,2.6,nM,8.59
CHEMBL3357646,IC50,2.55,nM,8.59
CHEMBL287007,IC50,2.6,nM,8.59
CHEMBL3936761,IC50,2.6,nM,8.59
CHEMBL4096021,IC50,2.6,nM,8.59
CHEMBL53711,IC50,2.6,nM,8.59
CHEMBL4171764,IC50,2.61,nM,8.58
