molecule_chembl_id,type,value,units,pchembl_value
CHEMBL3416591,IC50,19.0,nM,7.72
CHEMBL119977,IC50,0.019,uM,7.72
CHEMBL3982289,IC50,0.019,uM,7.72
CHEMBL3671513,IC50,19.0,nM,7.72
CHEMBL2408828,IC50,0.019,uM,7.72
CHEMBL4583178,IC50,19.0,nM,7.72
CHEMBL3676345,IC50,19.0,nM,7.72
CHEMBL1683968,IC50,0.019,uM,7.72
CHEMBL567197,IC50,19.0,nM,7.72
CHEMBL3676363,IC50,19.0,nM,7.72
CHEMBL335648,IC50,0.019,uM,7.72
CHEMBL3759980,IC50,19.0,nM,7.72
CHEMBL4097862,IC50,19.5,nM,7.71
CHEMBL4750375,IC50,19.7,nM,7.71
CHEMBL4753700,IC50,19.3,nM,7.71
CHEMBL4089588,IC50,19.3,nM,7.71
CHEMBL3759733,IC50,20.0,nM,7.7
CHEMBL3759190,IC50,0.02,uM,7.7
CHEMBL4090601,IC50,0.02,uM,7.7
CHEMBL344177,IC50,20.0,nM,7.7
CHEMBL135853,IC50,0.02,uM,7.7
CHEMBL3921302,IC50,0.02,uM,7.7
CHEMBL460731,IC50,20.0,nM,7.7
CHEMBL3671511,IC50,20.0,nM,7.7
CHEMBL4060919,IC50,0.02,uM,7.7
CHEMBL3953921,IC50,0.02,uM,7.7
CHEMBL3233775,IC50,0.02,uM,7.7
CHEMBL4091966,IC50,0.02,uM,7.7
CHEMBL3676358,IC50,20.0,nM,7.7
CHEMBL1272222,IC50,0.02,uM,7.7
CHEMBL255865,IC50,0.02,uM,7.7
CHEMBL4129781,IC50,20.0,nM,7.7
CHEMBL3360616,IC50,20.1,nM,7.7
CHEMBL361343,IC50,0.02,uM,7.7
CHEMBL3759459,IC50,20.0,nM,7.7
CHEMBL175556,IC50,0.02,uM,7.7
CHEMBL3676387,IC50,20.0,nM,7.7
CHEMBL93386,IC50,0.02,uM,7.7
CHEMBL4519305,IC50,20.0,nM,7.7
CHEMBL207718,IC50,0.02,uM,7.7
CHEMBL3699593,IC50,20.0,nM,7.7
CHEMBL3699585,IC50,20.0,nM,7.7
CHEMBL3699582,IC50,20.0,nM,7.7
CHEMBL3930810,IC50,20.0,nM,7.7
CHEMBL196438,IC50,0.02,uM,7.7
CHEMBL4468893,IC50,19.97,nmol/L,7.7
CHEMBL4086869,IC50,20.0,nM,7.7
CHEMBL382638,IC50,0.02,uM,7.7
CHEMBL3699610,IC50,20.0,nM,7.7
CHEMBL3612594,IC50,0.02,uM,7.7
CHEMBL3699604,IC50,20.0,nM,7.7
CHEMBL3699594,IC50,20.0,nM,7.7
CHEMBL379601,IC50,0.02,uM,7.7
CHEMBL3699621,IC50,20.0,nM,7.7
CHEMBL3699620,IC50,20.0,nM,7.7
CHEMBL3699612,IC50,20.0,nM,7.7
CHEMBL3699592,IC50,20.0,nM,7.7
CHEMBL3699597,IC50,20.0,nM,7.7
CHEMBL4527443,IC50,20.0,nM,7.7
CHEMBL1645470,IC50,0.02,uM,7.7
CHEMBL4064361,IC50,0.02,uM,7.7
CHEMBL4078023,IC50,0.02,uM,7.7
CHEMBL542755,IC50,20.0,nM,7.7
CHEMBL4463634,IC50,20.0,nM,7.7
CHEMBL4072299,IC50,0.02,uM,7.7
CHEMBL378370,IC50,0.02,uM,7.7
CHEMBL31630,IC50,20.0,nM,7.7
CHEMBL3699601,IC50,20.0,nM,7.7
CHEMBL208286,IC50,0.02,uM,7.7
CHEMBL3699590,IC50,20.0,nM,7.7
CHEMBL3699589,IC50,20.0,nM,7.7
CHEMBL153739,IC50,19.8,nM,7.7
CHEMBL3699614,IC50,20.0,nM,7.7
CHEMBL1203936,IC50,20.0,nM,7.7
CHEMBL3805782,IC50,20.5,nM,7.69
CHEMBL4078182,IC50,20.6,nM,7.69
CHEMBL3647967,IC50,20.6,nM,7.69
CHEMBL4794223,IC50,21.0,nM,7.68
CHEMBL4173696,IC50,20.7,nM,7.68
CHEMBL3974571,IC50,0.021,uM,7.68
CHEMBL4297865,IC50,21.0,nM,7.68
CHEMBL2048794,IC50,21.0,nM,7.68
CHEMBL4103440,IC50,0.021,uM,7.68
CHEMBL2437227,IC50,21.1,nM,7.68
CHEMBL287289,IC50,21.0,nM,7.68
CHEMBL3671538,IC50,21.0,nM,7.68
CHEMBL3986103,IC50,0.021,uM,7.68
CHEMBL383965,IC50,0.021,uM,7.68
CHEMBL3753305,IC50,21.0,nM,7.68
CHEMBL1272325,IC50,0.021,uM,7.68
CHEMBL565714,IC50,21.0,nM,7.68
CHEMBL2048910,IC50,21.0,nM,7.68
CHEMBL3759257,IC50,21.0,nM,7.68
CHEMBL3758761,IC50,21.0,nM,7.68
CHEMBL4515673,IC50,20.83,nmol/L,7.68
CHEMBL203295,IC50,21.0,nM,7.68
CHEMBL206003,IC50,0.021,uM,7.68
CHEMBL387187,IC50,21.0,nM,7.68
CHEMBL3676370,IC50,21.0,nM,7.68
CHEMBL3977326,IC50,0.021,uM,7.68
CHEMBL3805461,IC50,21.0,nM,7.68
CHEMBL434827,IC50,21.0,nM,7.68
CHEMBL3357639,IC50,21.3,nM,7.67
CHEMBL4278886,IC50,21.4,nM,7.67
CHEMBL4276744,IC50,21.5,nM,7.67
CHEMBL3623289,IC50,21.5,nM,7.67
CHEMBL3676340,IC50,22.0,nM,7.66
CHEMBL4278226,IC50,21.7,nM,7.66
CHEMBL4089601,IC50,22.0,nM,7.66
CHEMBL3219128,IC50,22.12,nM,7.66
CHEMBL3815124,EC50,0.022,uM,7.66
CHEMBL4104950,IC50,22.0,nM,7.66
CHEMBL3918330,IC50,0.022,uM,7.66
CHEMBL4077973,IC50,22.0,nM,7.66
CHEMBL3805681,IC50,21.95,nM,7.66
CHEMBL210444,IC50,22.0,nM,7.66
CHEMBL4101774,IC50,22.0,nM,7.66
CHEMBL4743464,IC50,22.0,nM,7.66
CHEMBL302552,IC50,0.022,uM,7.66
CHEMBL1934622,IC50,0.022,uM,7.66
CHEMBL4847264,IC50,22.0,nM,7.66
CHEMBL175101,IC50,22.0,nM,7.66
CHEMBL3972981,IC50,22.0,nM,7.66
CHEMBL3934461,IC50,22.0,nM,7.66
CHEMBL4103757,IC50,22.0,nM,7.66
CHEMBL428777,IC50,0.022,uM,7.66
CHEMBL4752022,IC50,22.0,nM,7.66
CHEMBL448929,IC50,22.0,nM,7.66
CHEMBL4227201,IC50,22.4,nM,7.65
CHEMBL3806292,IC50,22.5,nM,7.65
CHEMBL3893004,IC50,22.53,nM,7.65
CHEMBL4087375,IC50,22.2,nM,7.65
CHEMBL4278815,IC50,22.4,nM,7.65
CHEMBL3758773,Ki,22.4,nM,7.65
CHEMBL3980550,IC50,22.53,nM,7.65
CHEMBL3939985,IC50,0.023,uM,7.64
CHEMBL3416595,IC50,23.0,nM,7.64
CHEMBL3921710,IC50,23.0,nM,7.64
CHEMBL255656,IC50,0.023,uM,7.64
CHEMBL3671501,IC50,23.0,nM,7.64
CHEMBL255438,IC50,0.023,uM,7.64
CHEMBL3633934,IC50,0.023,uM,7.64
CHEMBL4282523,IC50,22.8,nM,7.64
CHEMBL4207984,IC50,0.023,uM,7.64
CHEMBL3921129,IC50,0.023,uM,7.64
CHEMBL380078,IC50,0.023,uM,7.64
CHEMBL4541014,IC50,23.0,nM,7.64
CHEMBL4445017,IC50,0.023,uM,7.64
CHEMBL3676376,IC50,23.1,nM,7.64
CHEMBL4282506,IC50,0.023,uM,7.64
CHEMBL583403,IC50,23.0,nM,7.64
CHEMBL176199,IC50,0.023,uM,7.64
CHEMBL565467,IC50,23.0,nM,7.64
CHEMBL3416439,IC50,23.0,nM,7.64
CHEMBL3409483,IC50,0.023,uM,7.64
CHEMBL4463094,IC50,22.7,nM,7.64
CHEMBL3676378,IC50,23.0,nM,7.64
CHEMBL329672,IC50,23.0,nM,7.64
CHEMBL3754803,IC50,23.5,nM,7.63
CHEMBL4750158,IC50,23.6,nM,7.63
CHEMBL597402,IC50,23.6,nM,7.63
CHEMBL4098591,IC50,23.4,nM,7.63
CHEMBL4452957,IC50,23.4,nM,7.63
CHEMBL3953210,IC50,24.0,nM,7.62
CHEMBL3671520,IC50,24.0,nM,7.62
CHEMBL3676374,IC50,24.0,nM,7.62
CHEMBL3925584,IC50,24.0,nM,7.62
CHEMBL3092313,IC50,0.024,uM,7.62
CHEMBL4759528,IC50,24.0,nM,7.62
CHEMBL133023,IC50,0.024,uM,7.62
CHEMBL359630,IC50,0.024,uM,7.62
CHEMBL1090363,IC50,24.0,nM,7.62
CHEMBL3805509,IC50,23.7,nM,7.62
CHEMBL4284413,IC50,0.024,uM,7.62
CHEMBL4066845,IC50,23.99,nM,7.62
CHEMBL3806213,IC50,24.1,nM,7.62
CHEMBL1934632,IC50,0.024,uM,7.62
CHEMBL597950,IC50,23.8,nM,7.62
CHEMBL4227281,IC50,24.2,nM,7.62
CHEMBL213818,IC50,0.024,uM,7.62
CHEMBL4778159,IC50,24.0,nM,7.62
CHEMBL179726,IC50,0.024,uM,7.62
CHEMBL3813997,EC50,0.024,uM,7.62
CHEMBL4776057,IC50,24.0,nM,7.62
CHEMBL2425083,IC50,0.024,uM,7.62
CHEMBL4066951,IC50,24.1,nM,7.62
CHEMBL493428,IC50,24.0,nM,7.62
CHEMBL3233777,IC50,0.024,uM,7.62
CHEMBL248044,Ki,24.0,nM,7.62
CHEMBL4079861,IC50,24.0,nM,7.62
CHEMBL402149,IC50,0.024,uM,7.62
CHEMBL3814824,EC50,0.024,uM,7.62
CHEMBL4284684,IC50,24.8,nM,7.61
CHEMBL4782900,IC50,24.7,nM,7.61
CHEMBL3219129,IC50,24.83,nM,7.61
CHEMBL2031312,IC50,24.8,nM,7.61
CHEMBL4204983,IC50,24.7,nM,7.61
CHEMBL3753532,IC50,24.81,nM,7.61
CHEMBL66409,IC50,25.0,nM,7.6
CHEMBL3981551,IC50,0.025,uM,7.6
CHEMBL4066504,IC50,25.3,nM,7.6
CHEMBL383246,IC50,0.025,uM,7.6
CHEMBL4111809,IC50,25.0,nM,7.6
CHEMBL4102822,IC50,24.9,nM,7.6
CHEMBL3671505,IC50,25.0,nM,7.6
CHEMBL2437223,IC50,25.1,nM,7.6
CHEMBL3671506,IC50,25.0,nM,7.6
CHEMBL3787344,IC50,25.0,nM,7.6
CHEMBL4227210,IC50,25.0,nM,7.6
CHEMBL541586,IC50,0.025,uM,7.6
CHEMBL470010,IC50,25.0,nM,7.6
CHEMBL4744207,IC50,25.0,nM,7.6
CHEMBL241919,IC50,24.9,nM,7.6
CHEMBL212250,IC50,0.025,uM,7.6
CHEMBL3671574,IC50,25.0,nM,7.6
CHEMBL3409484,IC50,0.025,uM,7.6
CHEMBL74722,IC50,0.025,uM,7.6
CHEMBL4437599,IC50,25.0,nM,7.6
CHEMBL448628,IC50,25.0,nM,7.6
CHEMBL214689,IC50,0.025,uM,7.6
CHEMBL2425084,IC50,0.025,uM,7.6
CHEMBL424093,IC50,0.025,uM,7.6
CHEMBL4084208,IC50,25.0,nM,7.6
CHEMBL3819120,IC50,25.53,nM,7.59
CHEMBL597948,IC50,25.9,nM,7.59
CHEMBL3357642,IC50,25.8,nM,7.59
CHEMBL4084868,IC50,25.5,nM,7.59
CHEMBL3805218,IC50,25.86,nM,7.59
CHEMBL4087740,IC50,26.0,nM,7.58
CHEMBL233325,IC50,0.026,uM,7.58
CHEMBL3671481,IC50,26.0,nM,7.58
CHEMBL3436354,IC50,26.0,nM,7.58
CHEMBL250924,IC50,26.0,nM,7.58
CHEMBL3671507,IC50,26.0,nM,7.58
CHEMBL3676383,IC50,26.0,nM,7.58
CHEMBL3754057,IC50,26.56,nM,7.58
CHEMBL2425090,IC50,0.026,uM,7.58
CHEMBL179451,IC50,0.026,uM,7.58
CHEMBL4061382,IC50,26.0,nM,7.58
CHEMBL3676385,IC50,26.0,nM,7.58
CHEMBL3416629,IC50,26.0,nM,7.58
CHEMBL1914662,IC50,26.0,nM,7.58
CHEMBL215171,IC50,0.026,uM,7.58
CHEMBL331906,IC50,0.026,uM,7.58
CHEMBL4575267,IC50,26.0,nM,7.58
CHEMBL456758,IC50,0.026,uM,7.58
CHEMBL4442732,IC50,26.0,nM,7.58
CHEMBL1630113,IC50,0.026,uM,7.58
CHEMBL333231,IC50,0.026,uM,7.58
CHEMBL3907533,IC50,0.026,uM,7.58
CHEMBL3760023,IC50,26.0,nM,7.58
CHEMBL3612563,IC50,0.026,uM,7.58
CHEMBL368702,IC50,0.026,uM,7.58
CHEMBL3671554,IC50,26.0,nM,7.58
CHEMBL3671477,IC50,26.0,nM,7.58
CHEMBL4288300,IC50,26.0,nM,7.58
CHEMBL4083904,IC50,26.6,nM,7.58
CHEMBL2419762,IC50,0.027,uM,7.57
CHEMBL139044,IC50,27.0,nM,7.57
CHEMBL301359,IC50,27.0,nM,7.57
CHEMBL4558356,IC50,27.0,nM,7.57
CHEMBL500591,IC50,0.027,uM,7.57
CHEMBL4755832,IC50,27.0,nM,7.57
CHEMBL3740595,IC50,0.027,uM,7.57
CHEMBL3973601,IC50,27.0,nM,7.57
CHEMBL4077917,IC50,27.2,nM,7.57
CHEMBL1682559,Ki,0.027,uM,7.57
CHEMBL3739527,IC50,0.027,uM,7.57
CHEMBL4105530,IC50,27.0,nM,7.57
CHEMBL4853833,IC50,27.0,nM,7.57
CHEMBL3736121,IC50,27.0,nM,7.57
CHEMBL4283061,IC50,27.0,nM,7.57
CHEMBL213342,IC50,0.027,uM,7.57
CHEMBL4282460,IC50,27.0,nM,7.57
CHEMBL3622653,IC50,26.9,nM,7.57
CHEMBL514436,IC50,27.0,nM,7.57
CHEMBL3040910,IC50,0.027,uM,7.57
CHEMBL4449681,IC50,27.0,nM,7.57
CHEMBL384407,IC50,0.027,uM,7.57
CHEMBL163168,IC50,27.0,nM,7.57
CHEMBL4531250,IC50,26.8,nM,7.57
CHEMBL3092322,IC50,0.027,uM,7.57
CHEMBL4526992,IC50,27.0,nM,7.57
CHEMBL91484,IC50,0.027,uM,7.57
CHEMBL4476772,IC50,0.027,uM,7.57
CHEMBL4062528,IC50,26.9,nM,7.57
CHEMBL1914672,IC50,27.0,nM,7.57
CHEMBL470003,IC50,27.0,nM,7.57
CHEMBL31369,IC50,27.0,nM,7.57
CHEMBL290096,IC50,27.0,nM,7.57
CHEMBL3416596,IC50,27.0,nM,7.57
CHEMBL4474196,IC50,27.5,nM,7.56
CHEMBL3805325,IC50,27.3,nM,7.56
CHEMBL4070640,IC50,27.4,nM,7.56
CHEMBL4071170,IC50,28.3,nM,7.55
CHEMBL411897,IC50,0.028,uM,7.55
CHEMBL1683963,IC50,0.028,uM,7.55
CHEMBL93734,IC50,28.0,nM,7.55
CHEMBL4540295,IC50,27.92,nM,7.55
CHEMBL212954,IC50,0.028,uM,7.55
CHEMBL3676368,IC50,28.0,nM,7.55
CHEMBL517123,IC50,28.0,nM,7.55
CHEMBL3827349,IC50,28.2,nM,7.55
CHEMBL4848093,IC50,28.4,nM,7.55
CHEMBL4435885,IC50,28.2,nM,7.55
CHEMBL4749765,IC50,28.0,nM,7.55
CHEMBL3436357,IC50,28.0,nM,7.55
CHEMBL3921017,IC50,28.22,nM,7.55
CHEMBL3952877,IC50,28.0,nM,7.55
CHEMBL3233783,IC50,0.028,uM,7.55
CHEMBL3671512,IC50,29.0,nM,7.54
CHEMBL3671552,IC50,29.0,nM,7.54
CHEMBL4741678,IC50,29.0,nM,7.54
CHEMBL3805283,IC50,29.1,nM,7.54
CHEMBL3344214,IC50,28.7,nM,7.54
CHEMBL304929,IC50,28.8,nM,7.54
CHEMBL242541,IC50,29.0,nM,7.54
CHEMBL3929584,IC50,29.0,nM,7.54
CHEMBL3671555,IC50,29.0,nM,7.54
CHEMBL75177,IC50,0.029,uM,7.54
CHEMBL94191,IC50,29.0,nM,7.54
CHEMBL592215,IC50,28.5,nM,7.54
CHEMBL3355884,IC50,28.5,nM,7.54
CHEMBL332765,IC50,0.029,uM,7.54
CHEMBL4165267,IC50,29.0,nM,7.54
CHEMBL305194,IC50,0.029,uM,7.54
CHEMBL3233793,IC50,0.029,uM,7.54
CHEMBL3633930,IC50,0.029,uM,7.54
CHEMBL598798,IC50,28.8,nM,7.54
CHEMBL153170,IC50,29.0,nM,7.54
CHEMBL1630115,IC50,0.029,uM,7.54
CHEMBL3087196,IC50,29.1,nM,7.54
CHEMBL52418,IC50,29.0,nM,7.54
CHEMBL2347960,IC50,29.0,nM,7.54
CHEMBL1914673,IC50,29.0,nM,7.54
CHEMBL4064937,IC50,28.7,nM,7.54
CHEMBL4065970,IC50,28.9,nM,7.54
CHEMBL2032378,IC50,29.5,nM,7.53
CHEMBL4092632,IC50,29.4,nM,7.53
CHEMBL4875332,IC50,29.7,nM,7.53
CHEMBL204420,IC50,0.03,uM,7.52
CHEMBL1089203,IC50,30.0,nM,7.52
CHEMBL211003,IC50,0.03,uM,7.52
CHEMBL379905,IC50,0.03,uM,7.52
CHEMBL205966,IC50,0.03,uM,7.52
CHEMBL179052,IC50,0.03,uM,7.52
CHEMBL3297894,IC50,30.2,nM,7.52
CHEMBL3678953,IC50,30.0,nM,7.52
CHEMBL3297892,IC50,30.0,nM,7.52
CHEMBL207584,IC50,0.03,uM,7.52
CHEMBL122411,IC50,0.03,uM,7.52
CHEMBL583218,IC50,30.0,nM,7.52
CHEMBL394057,IC50,0.03,uM,7.52
CHEMBL455208,IC50,30.0,nM,7.52
CHEMBL503638,IC50,30.0,nM,7.52
CHEMBL3360612,IC50,30.5,nM,7.52
CHEMBL1688539,IC50,30.0,nM,7.52
CHEMBL312482,IC50,0.03,uM,7.52
CHEMBL4569885,IC50,30.0,nM,7.52
CHEMBL4097627,IC50,30.4,nM,7.52
CHEMBL1934628,IC50,0.03,uM,7.52
CHEMBL3344221,IC50,30.4,nM,7.52
CHEMBL3604921,IC50,0.03,uM,7.52
CHEMBL52472,IC50,30.0,nM,7.52
CHEMBL220037,IC50,30.0,nM,7.52
CHEMBL524457,IC50,0.03,uM,7.52
CHEMBL111197,IC50,0.03,uM,7.52
CHEMBL4760864,IC50,30.0,nM,7.52
CHEMBL168533,IC50,0.03,uM,7.52
CHEMBL472545,IC50,0.03,uM,7.52
CHEMBL52197,IC50,30.0,nM,7.52
CHEMBL4280993,IC50,29.9,nM,7.52
CHEMBL510845,IC50,30.0,nM,7.52
CHEMBL3234753,IC50,0.03,uM,7.52
CHEMBL540068,IC50,0.03,uM,7.52
CHEMBL515664,IC50,0.031,uM,7.51
CHEMBL4791249,IC50,31.0,nM,7.51
CHEMBL362232,IC50,0.031,uM,7.51
CHEMBL4871192,IC50,30.8,nM,7.51
CHEMBL132348,IC50,0.031,uM,7.51
CHEMBL360958,IC50,0.031,uM,7.51
CHEMBL2148045,IC50,31.0,nM,7.51
CHEMBL3633941,IC50,0.031,uM,7.51
CHEMBL1946926,IC50,31.0,nM,7.51
CHEMBL423224,IC50,31.0,nM,7.51
CHEMBL3742059,IC50,0.031,uM,7.51
CHEMBL3678958,IC50,31.0,nM,7.51
CHEMBL206782,IC50,0.031,uM,7.51
CHEMBL4289490,IC50,30.6,nM,7.51
CHEMBL596087,IC50,0.032,uM,7.5
CHEMBL3741304,IC50,0.032,uM,7.5
CHEMBL1645462,IC50,32.0,nM,7.5
CHEMBL3787132,Ki,32.0,nM,7.5
CHEMBL3092314,IC50,0.032,uM,7.5
CHEMBL430031,IC50,0.032,uM,7.5
CHEMBL466174,IC50,32.0,nM,7.5
CHEMBL4169489,IC50,32.0,nM,7.5
CHEMBL2437483,IC50,31.3,nM,7.5
CHEMBL512076,IC50,32.0,nM,7.5
CHEMBL193159,IC50,32.0,nM,7.5
CHEMBL175558,IC50,0.032,uM,7.5
CHEMBL381604,IC50,0.032,uM,7.5
CHEMBL4763967,IC50,32.0,nM,7.5
CHEMBL182254,IC50,0.032,uM,7.5
CHEMBL4471155,IC50,31.7,nM,7.5
CHEMBL3671577,IC50,32.0,nM,7.5
CHEMBL248321,IC50,0.032,uM,7.5
CHEMBL3671572,IC50,32.0,nM,7.5
CHEMBL3828092,IC50,31.9,nM,7.5
CHEMBL4167162,IC50,32.0,nM,7.5
CHEMBL1645472,IC50,0.032,uM,7.5
CHEMBL3671524,IC50,32.0,nM,7.5
CHEMBL3671518,IC50,32.0,nM,7.5
CHEMBL1204360,IC50,32.2,nM,7.49
CHEMBL4448428,IC50,32.5,nM,7.49
CHEMBL3763701,IC50,32.7,nM,7.49
CHEMBL4094823,IC50,32.35,nM,7.49
CHEMBL3622625,IC50,32.2,nM,7.49
CHEMBL3666714,IC50,32.4,nM,7.49
CHEMBL4555707,IC50,32.61,nM,7.49
CHEMBL589826,IC50,32.6,nM,7.49
CHEMBL590558,IC50,32.7,nM,7.49
CHEMBL4531697,IC50,33.0,nM,7.48
CHEMBL500072,IC50,33.0,nM,7.48
CHEMBL4868909,IC50,0.033,uM,7.48
CHEMBL3234748,IC50,0.033,uM,7.48
CHEMBL204467,IC50,0.033,uM,7.48
CHEMBL3085375,IC50,33.0,nM,7.48
CHEMBL4441933,IC50,33.0,nM,7.48
CHEMBL3217993,IC50,0.033,uM,7.48
CHEMBL4102224,IC50,33.0,nM,7.48
CHEMBL256529,IC50,0.033,uM,7.48
CHEMBL4162767,IC50,33.1,nM,7.48
CHEMBL4162530,IC50,33.0,nM,7.48
CHEMBL392273,IC50,0.033,uM,7.48
CHEMBL4856453,IC50,33.1,nM,7.48
CHEMBL4857353,IC50,32.8,nM,7.48
CHEMBL4105621,IC50,33.1,nM,7.48
CHEMBL4547475,IC50,33.0,nM,7.48
CHEMBL567873,IC50,33.0,nM,7.48
CHEMBL1914671,IC50,33.0,nM,7.48
CHEMBL4755977,IC50,33.0,nM,7.48
CHEMBL2048788,IC50,33.0,nM,7.48
CHEMBL4102179,IC50,33.2,nM,7.48
CHEMBL3739771,IC50,0.033,uM,7.48
CHEMBL1241487,IC50,0.033,uM,7.48
CHEMBL4570293,IC50,33.31,nM,7.48
CHEMBL3219134,IC50,33.95,nM,7.47
CHEMBL1923007,IC50,34.0,nM,7.47
CHEMBL3678957,IC50,34.0,nM,7.47
CHEMBL4069672,IC50,33.6,nM,7.47
CHEMBL178654,IC50,0.034,uM,7.47
CHEMBL4126630,IC50,34.0,nM,7.47
CHEMBL2347961,IC50,34.0,nM,7.47
CHEMBL4439974,IC50,34.0,nM,7.47
CHEMBL3741399,IC50,0.034,uM,7.47
CHEMBL4088135,IC50,34.16,nM,7.47
CHEMBL4863088,IC50,33.8,nM,7.47
CHEMBL54805,IC50,34.0,nM,7.47
CHEMBL2425085,IC50,0.034,uM,7.47
CHEMBL4750368,IC50,33.66,nM,7.47
CHEMBL1683961,IC50,0.034,uM,7.47
CHEMBL179766,IC50,0.034,uM,7.47
CHEMBL3233791,IC50,0.034,uM,7.47
CHEMBL4558324,IC50,34.6,nM,7.46
CHEMBL3633932,IC50,0.035,uM,7.46
CHEMBL157084,IC50,0.035,uM,7.46
CHEMBL249928,IC50,35.0,nM,7.46
CHEMBL4465103,IC50,35.0,nM,7.46
CHEMBL135142,IC50,35.0,nM,7.46
CHEMBL601625,IC50,0.035,uM,7.46
CHEMBL54067,IC50,35.0,nM,7.46
CHEMBL2170582,Ki,35.0,nM,7.46
CHEMBL52665,IC50,35.0,nM,7.46
CHEMBL4208673,IC50,34.8,nM,7.46
CHEMBL56505,IC50,0.035,uM,7.46
CHEMBL3671514,IC50,35.0,nM,7.46
CHEMBL214857,IC50,35.0,nM,7.46
CHEMBL3233790,IC50,0.035,uM,7.46
CHEMBL248108,IC50,0.035,uM,7.46
CHEMBL4855080,IC50,34.8,nM,7.46
CHEMBL391778,IC50,0.035,uM,7.46
CHEMBL4087243,IC50,34.8,nM,7.46
CHEMBL3344210,IC50,34.8,nM,7.46
CHEMBL355982,IC50,35.0,nM,7.46
CHEMBL3785393,Ki,35.0,nM,7.46
CHEMBL3759096,Ki,34.3,nM,7.46
CHEMBL4070404,IC50,35.8,nM,7.45
CHEMBL3086104,IC50,35.6,nM,7.45
CHEMBL4088760,IC50,35.4,nM,7.45
CHEMBL3360615,IC50,35.5,nM,7.45
CHEMBL2425093,IC50,0.036,uM,7.44
CHEMBL3671563,IC50,36.0,nM,7.44
CHEMBL3409482,IC50,0.036,uM,7.44
CHEMBL3132872,IC50,0.036,uM,7.44
CHEMBL3806200,IC50,36.2,nM,7.44
CHEMBL2048904,IC50,36.0,nM,7.44
CHEMBL4446124,IC50,36.0,nM,7.44
CHEMBL3974626,IC50,36.0,nM,7.44
CHEMBL3671483,IC50,36.0,nM,7.44
CHEMBL3416603,IC50,36.0,nM,7.44
CHEMBL248116,IC50,0.036,uM,7.44
CHEMBL246419,Ki,36.0,nM,7.44
CHEMBL4228176,IC50,0.036,uM,7.44
CHEMBL2348417,IC50,36.0,nM,7.44
CHEMBL3671550,IC50,36.0,nM,7.44
CHEMBL3934034,IC50,0.036,uM,7.44
CHEMBL3671525,IC50,36.0,nM,7.44
CHEMBL4778826,IC50,36.0,nM,7.44
CHEMBL3890751,IC50,0.036,uM,7.44
CHEMBL3647419,IC50,36.0,nM,7.44
CHEMBL3671510,IC50,36.0,nM,7.44
CHEMBL2031313,IC50,37.5,nM,7.43
CHEMBL4471235,IC50,37.1,nM,7.43
CHEMBL4294156,IC50,37.0,nM,7.43
CHEMBL4166069,IC50,37.0,nM,7.43
CHEMBL3219135,IC50,37.37,nM,7.43
CHEMBL225720,IC50,0.037,uM,7.43
CHEMBL3904257,IC50,0.037,uM,7.43
CHEMBL1928947,IC50,37.0,nM,7.43
CHEMBL4083486,IC50,36.9,nM,7.43
CHEMBL4553685,IC50,37.0,nM,7.43
CHEMBL4072769,IC50,36.8,nM,7.43
CHEMBL3416600,IC50,38.0,nM,7.42
CHEMBL3899132,IC50,0.038,uM,7.42
CHEMBL2425737,IC50,38.4,nM,7.42
CHEMBL2348414,IC50,38.0,nM,7.42
CHEMBL1683972,IC50,0.038,uM,7.42
CHEMBL4159404,IC50,38.5,nM,7.42
CHEMBL247710,IC50,0.038,uM,7.42
CHEMBL4082000,IC50,38.0,nM,7.42
CHEMBL137534,IC50,0.038,uM,7.42
CHEMBL3818970,IC50,37.81,nM,7.42
CHEMBL3233782,IC50,0.038,uM,7.42
CHEMBL4549626,IC50,38.0,nM,7.42
CHEMBL3545311,IC50,38.3,nM,7.42
CHEMBL3355883,IC50,38.3,nM,7.42
CHEMBL3357647,IC50,37.9,nM,7.42
CHEMBL4578561,IC50,38.5,nM,7.42
CHEMBL440453,IC50,0.038,uM,7.42
CHEMBL4434924,IC50,38.0,nM,7.42
CHEMBL584714,IC50,38.0,nM,7.42
CHEMBL566350,IC50,38.0,nM,7.42
CHEMBL4454929,IC50,0.038,uM,7.42
CHEMBL3671519,IC50,39.0,nM,7.41
CHEMBL4852264,IC50,38.6,nM,7.41
CHEMBL4215397,IC50,39.0,nM,7.41
CHEMBL2381516,IC50,0.039,uM,7.41
CHEMBL53375,IC50,39.0,nM,7.41
CHEMBL137617,IC50,0.039,uM,7.41
CHEMBL3753228,IC50,39.0,nM,7.41
CHEMBL3357648,IC50,39.2,nM,7.41
CHEMBL3344213,IC50,39.2,nM,7.41
CHEMBL3798128,IC50,38.8,nM,7.41
CHEMBL4083642,IC50,0.04,uM,7.4
CHEMBL296377,IC50,40.0,nM,7.4
CHEMBL380006,IC50,0.04,uM,7.4
CHEMBL204570,IC50,0.04,uM,7.4
CHEMBL287832,IC50,40.0,nM,7.4
CHEMBL450109,IC50,40.0,nM,7.4
CHEMBL466412,IC50,40.0,nM,7.4
CHEMBL504034,IC50,40.0,nM,7.4
CHEMBL202398,IC50,40.0,nM,7.4
CHEMBL2437486,IC50,39.7,nM,7.4
CHEMBL245800,Ki,40.0,nM,7.4
