,molecule_chembl_id,pchembl_value,smiles,ROMol,MW,HBA,HBD,LogP,rule_of_five_conform
343,CHEMBL186890,8.0,Clc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000021AD343FD60>,356.03439968000004,6,1,4.236700000000001,yes
344,CHEMBL361708,8.0,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD343FDD0>,323.00178666,4,4,0.06629999999999997,yes
345,CHEMBL360408,8.0,c1ccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD343FE40>,364.14364451200004,6,1,4.596900000000004,yes
346,CHEMBL263448,8.0,FC(F)(F)c1cccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD343FEB0>,432.1310291400001,6,1,5.615700000000003,yes
347,CHEMBL461262,8.0,O=[N+]([O-])c1ccc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)nc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD343FF20>,470.07732711200003,8,3,4.667700000000003,yes
348,CHEMBL439850,8.0,Fc1ccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x0000021AD343FF90>,400.12480088800004,6,1,4.875100000000003,yes
349,CHEMBL187750,8.0,Oc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431040>,372.0946436320001,7,2,3.654300000000001,yes
350,CHEMBL182326,8.0,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccc(F)cc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34310B0>,432.1310291400001,6,1,5.322620000000003,yes
351,CHEMBL183064,8.0,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(F)cc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431120>,454.15535206800007,8,1,4.815620000000003,yes
352,CHEMBL359999,8.0,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431190>,348.133473752,8,1,2.9471000000000007,yes
353,CHEMBL359554,8.0,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431200>,288.112344384,6,1,2.929900000000001,yes
354,CHEMBL187081,8.0,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431270>,318.122909068,7,1,2.9385000000000003,yes
355,CHEMBL186054,8.0,COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34312E0>,348.133473752,8,1,2.9471000000000007,yes
356,CHEMBL186476,8.0,Fc1cc(F)cc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431350>,400.1248008880001,6,1,4.875100000000003,yes
357,CHEMBL186680,8.0,COc1cc(Nc2nccc(-c3cnn4nc(C)ccc34)n2)cc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34313C0>,400.12594376000004,7,1,4.265720000000003,yes
358,CHEMBL490637,7.99,CCOC(=O)CCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431430>,442.152871804,6,1,3.9874000000000036,yes
359,CHEMBL1630434,7.97,Oc1ccc(Nc2ncnc3[nH]cnc23)cc1CN(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34314A0>,380.09191455599995,6,3,3.0817000000000014,yes
360,CHEMBL407002,7.96,CCCC(=O)Nc1n[nH]c2ncc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431510>,281.1276601,4,2,2.7585000000000006,yes
361,CHEMBL361007,7.96,O=C1NC(=O)C(c2cnc3cnccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431580>,497.18115221600004,8,1,1.5189999999999992,yes
362,CHEMBL1077218,7.96,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccoc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34315F0>,303.077454368,3,2,4.214900000000002,yes
363,CHEMBL261441,7.96,O=C(CCCN1CCCC1)Nc1n[nH]c2nnc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431660>,350.18550932399995,5,2,2.8344000000000005,yes
364,CHEMBL4787873,7.96,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34316D0>,304.063011244,6,3,1.3580999999999999,yes
365,CHEMBL3410095,7.96,O=C1NCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431740>,293.11642672,3,2,2.3405000000000005,yes
366,CHEMBL4066990,7.96,Cn1c(N2CCNC(c3ccccc3F)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34317B0>,365.16518848,6,1,2.1323,yes
367,CHEMBL397771,7.96,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1cc(nc(N3CCCC3)c1)CCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431820>,555.2634252960002,6,1,5.737400000000006,no
368,CHEMBL4561980,7.96,Cc1nc(-c2ccccc2O)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431890>,334.142975816,4,3,3.5012200000000018,yes
369,CHEMBL4061578,7.96,COc1cccc(C2CN(c3nc(-c4ccncc4)cc(=O)n3C)CCN2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431900>,377.18517497600004,7,1,2.0018,yes
370,CHEMBL4076001,7.96,Cn1c(N2CCN[C@@H](c3ccc(Cl)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431970>,381.13563794,6,1,2.646600000000001,yes
371,CHEMBL2386273,7.95,COCCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD34319E0>,400.14230712,5,1,3.6806000000000028,yes
372,CHEMBL2386089,7.94,O=C1NC(=O)C(c2cn3c4c(cc(Br)cc24)CNCC3)=C1c1coc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431A50>,461.037503472,5,2,3.820400000000002,yes
373,CHEMBL2177164,7.92,Nc1ncc(-c2ccc(S(N)(=O)=O)cc2)nc1C(=O)Nc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431AC0>,370.08480930800005,7,3,1.0204999999999995,yes
374,CHEMBL3699444,7.92,COc1cc(C2=C(c3cn(CCOC(=O)C(N)CC(C)C)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431B30>,535.2318503959999,9,2,3.150900000000001,yes
375,CHEMBL4064936,7.92,Cn1c(N2CCNC(c3cccc(F)c3)C2)nc(-c2ccncn2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431BA0>,366.16043744800004,7,1,1.5272999999999999,yes
376,CHEMBL410926,7.92,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)ccc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431C10>,351.16952491200004,5,3,2.610800000000001,yes
377,CHEMBL1834330,7.92,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCCC1)CO2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431C80>,453.1812324679999,8,4,3.0017000000000014,yes
378,CHEMBL3401117,7.92,Cn1c(N2CCOC(C3CCC3)C2)nc(-c2ccncc2F)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431CF0>,344.164854132,6,0,1.9867,yes
379,CHEMBL1077213,7.92,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(CC)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431D60>,341.12948994,2,2,5.184300000000003,yes
380,CHEMBL3401116,7.92,CCCCC1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431DD0>,346.180504196,6,0,2.3768000000000002,yes
381,CHEMBL3673985,7.92,COc1ccccc1C1C2=C(CC(C)(C)CC2=O)Nc2n[nH]c(C(F)(F)F)c21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431E40>,391.15076154,4,2,4.637700000000003,yes
382,CHEMBL2048661,7.92,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4cccs4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431EB0>,455.1085815320001,6,3,3.4205000000000014,yes
383,CHEMBL2177175,7.92,COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431F20>,482.1736243120001,8,2,1.9227999999999998,yes
384,CHEMBL408019,7.92,O=C(Nc1n[nH]c2nc(-c3cccc(O)c3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3431F90>,294.111675688,4,3,2.6790000000000003,yes
385,CHEMBL2048671,7.92,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4cccs4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C040>,441.0929314680001,6,3,3.030400000000001,yes
386,CHEMBL3735215,7.92,O=C(O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(-c5cccc(F)c5F)cc34)CC2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C0B0>,494.17656168799994,5,3,4.441300000000004,yes
387,CHEMBL3091536,7.92,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C120>,367.144453036,7,0,1.9542999999999997,yes
388,CHEMBL1097003,7.92,CCCC(=O)Nc1n[nH]c2c(Cl)c(Cl)c(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C190>,347.05921746,2,2,5.275300000000003,yes
389,CHEMBL362814,7.92,CN(C)C(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C200>,454.175338564,6,1,2.3533999999999997,yes
390,CHEMBL3091537,7.89,Cn1c(N2CCO[C@@H](c3ccc(C#N)cc3)C2)nc(-c2ccncn2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C270>,374.14912381600004,8,0,1.6868799999999997,yes
391,CHEMBL3093034,7.89,Cn1c(NCC(=O)c2cccc(C#N)c2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C2E0>,345.12257472,7,1,2.00878,yes
392,CHEMBL470167,7.89,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C350>,374.04919101999997,6,0,4.625800000000003,yes
393,CHEMBL3398202,7.89,CC(C)n1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C3C0>,371.138224784,6,1,2.8321000000000005,yes
394,CHEMBL2347053,7.89,O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C430>,332.09094024399997,4,2,3.4776000000000016,yes
395,CHEMBL3093032,7.89,Cn1c(NCC(=O)c2cccc(Cl)c2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C4A0>,354.0883534,6,1,2.7905000000000006,yes
396,CHEMBL584976,7.89,C[S+]([O-])c1ccc(-c2coc3ccc(-c4nnc(N)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C510>,339.067762276,6,1,3.469400000000001,yes
397,CHEMBL4445449,7.89,Cc1nc(C(N)=O)[nH]c1-c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C580>,285.12257472000005,4,3,1.2275199999999995,yes
398,CHEMBL4095172,7.89,Cn1c(N2CCNC(c3ccccc3Br)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C5F0>,425.08512236,6,1,2.755700000000001,yes
399,CHEMBL215803,7.89,C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C660>,403.164439532,8,2,2.912900000000001,yes
400,CHEMBL3652540,7.89,Cc1nc(C2CCCCC2)nc(Nc2n[nH]c3ncc(F)cc23)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C6D0>,340.181172892,5,2,4.295140000000003,yes
401,CHEMBL1834315,7.89,Nc1c(F)c(NCCNc2ccccn2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C740>,397.15501771999993,7,4,2.674900000000001,yes
402,CHEMBL3410087,7.89,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C7B0>,288.06809662399996,5,2,1.6524999999999999,yes
403,CHEMBL179725,7.89,CC(C)C(=O)N1CCn2cc(C3=C(C4=CN=[N+]5C=CC=CC45)C(=O)NC3=O)c3cccc(c32)C1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C820>,454.1873660480899,5,1,2.8638000000000012,yes
404,CHEMBL2048674,7.89,O=C(Nc1cccnc1)c1ccnc2[nH]c(-c3ccsc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C890>,321.06843097200004,5,2,3.333700000000001,yes
405,CHEMBL4068148,7.89,C[C@@H]1CNCCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C900>,286.154209196,7,1,0.03540000000000032,yes
406,CHEMBL4064440,7.89,CC(C)N1CCN(c2nc(-c3ccncn3)cc(=O)n2C)[C@H](C)C1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C970>,328.201159388,7,0,1.1561999999999997,yes
407,CHEMBL402541,7.89,O=C(O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341C9E0>,362.112738308,8,2,2.4175000000000004,yes
408,CHEMBL490861,7.88,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(C#N)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CA50>,397.10625596000006,6,2,2.8556800000000004,yes
409,CHEMBL4633136,7.85,O=C(NC1CCS(=O)(=O)C1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CAC0>,391.08021878000005,4,2,2.4250000000000007,yes
410,CHEMBL2391118,7.85,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c(C#N)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CB30>,443.09397702399997,8,0,5.304880000000003,yes
411,CHEMBL325817,7.85,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CBA0>,415.114376032,5,2,3.0047000000000006,yes
412,CHEMBL1089723,7.85,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(-c3ccco3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CC10>,361.14264146799997,4,3,4.9341000000000035,yes
413,CHEMBL3401120,7.85,CC(C)[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CC80>,332.164854132,6,0,1.8426,yes
414,CHEMBL326208,7.85,COc1ccccc1C1=C(c2cn(CCCNS(C)(=O)=O)c3ncccc23)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CCF0>,454.13109080399994,7,2,1.5513999999999997,yes
415,CHEMBL2048658,7.85,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccccc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CD60>,449.1521605960001,5,3,3.3590000000000018,yes
416,CHEMBL1081069,7.85,COc1ccc(C2=NNC(=O)/C2=N\Nc2ccncc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CDD0>,295.10692465600005,6,2,1.3922,yes
417,CHEMBL4095163,7.85,C[C@@H]1CN(c2cncnc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CE40>,364.17600726,9,0,0.7423999999999997,yes
418,CHEMBL2048666,7.85,O=C(NCCc1cccc(O)c1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CEB0>,376.133554004,4,3,3.4421000000000017,yes
419,CHEMBL1097694,7.85,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(C)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CF20>,327.113839876,2,2,4.930320000000003,yes
420,CHEMBL4641082,7.85,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD341CF90>,371.144533288,3,2,3.664500000000002,yes
421,CHEMBL317657,7.85,O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CCN(Cc2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348040>,465.08003698,5,2,4.4410000000000025,yes
422,CHEMBL4753139,7.85,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2F)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33480B0>,523.20533904,7,2,4.343300000000004,yes
423,CHEMBL396614,7.85,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(Cl)c3)o2)S1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348120>,382.9801254799999,6,3,2.38607,yes
424,CHEMBL4744911,7.84,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348190>,681.2845717280001,12,3,5.0640000000000045,no
425,CHEMBL575138,7.82,COc1ccc2c(c1)-c1[nH]c3ccc(Br)cc3c1CC(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348200>,356.01603975600005,2,2,4.100600000000002,yes
426,CHEMBL4748993,7.82,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2F)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348270>,537.2209891040001,7,2,4.8628000000000045,yes
427,CHEMBL503469,7.82,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33482E0>,358.095356928,5,2,3.197300000000001,yes
428,CHEMBL109834,7.82,CN(C)CCCn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348350>,408.135303592,5,1,3.2086000000000015,yes
429,CHEMBL260163,7.82,O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33483C0>,293.11642672,3,3,3.2840000000000016,yes
430,CHEMBL4075400,7.82,Cn1c(N2CCNC(c3ccc(C#N)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348430>,372.16985925999995,7,1,1.8648799999999999,yes
431,CHEMBL2386097,7.82,O=C1NC(=O)C(c2cn(CCCO)c3ccc(F)cc23)=C1c1coc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33484A0>,404.117235244,5,2,3.476200000000002,yes
432,CHEMBL1957954,7.82,O=C(NCCCn1ccnc1)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348510>,429.07593014400004,5,3,4.2589000000000015,yes
433,CHEMBL436837,7.82,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3nc(-c4ccc(Cl)cc4Cl)[nH]c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348580>,518.05823148,5,4,4.586300000000002,yes
434,CHEMBL1081071,7.8,CCN(CC)c1ccc(N/N=C2\C(=O)NN=C2c2ccc(OC)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33485F0>,365.185174976,6,2,2.843400000000001,yes
435,CHEMBL1940980,7.8,C[C@H]1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348660>,401.14993233999996,8,3,2.0731,yes
436,CHEMBL469507,7.8,COc1ccc(CSc2nnc(-c3ccc4[nH]ncc4c3)o2)cc1C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33486D0>,406.071131316,6,1,4.932600000000002,yes
437,CHEMBL3401125,7.8,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348740>,318.149204068,6,0,1.5949999999999998,yes
438,CHEMBL1076552,7.8,COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33487B0>,296.102173624,7,2,0.7871999999999999,yes
439,CHEMBL4647659,7.8,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348820>,494.207781564,8,3,3.6004000000000023,yes
440,CHEMBL406644,7.8,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348890>,391.010243168,5,2,3.9726000000000017,yes
441,CHEMBL1210175,7.8,c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348900>,287.117095416,4,2,3.7635000000000014,yes
442,CHEMBL306865,7.8,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348970>,345.13380810000007,8,1,2.6651000000000007,yes
443,CHEMBL468963,7.8,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33489E0>,454.18412733200006,8,1,3.7005000000000026,yes
444,CHEMBL2203556,7.8,COc1cnc(Nc2ccccc2)nc1-c1cc2c([nH]1)CCNC2=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348A50>,335.13822478400004,5,3,2.5097999999999994,yes
445,CHEMBL1682355,7.8,Clc1ccc(Cl)c(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348AC0>,343.0391507120001,4,1,4.1765000000000025,yes
446,CHEMBL4748792,7.8,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348B30>,505.21476085200004,7,2,4.204200000000004,yes
447,CHEMBL3647950,7.8,N#Cc1sc(NCCNc2nc(-c3ccc(Cl)cc3Cl)cn3ccnc23)nc1N,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348BA0>,444.04391880800006,9,3,4.137480000000003,yes
448,CHEMBL2177169,7.8,CN(C)CCN(C)C(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348C10>,419.2069730400001,7,2,2.006699999999999,yes
449,CHEMBL484685,7.79,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc(C#CC3CC3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348C80>,424.122320624,4,1,4.392300000000002,yes
450,CHEMBL4527984,7.78,O=C(/C=C/c1cnc2[nH]cc(-c3cccnc3)c2c1)NCc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348CF0>,355.14331016400007,4,2,3.3495000000000017,yes
451,CHEMBL1630452,7.77,Cc1ccc(Nc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348D60>,330.051967892,6,1,4.350220000000002,yes
452,CHEMBL549668,7.77,CC(=O)N(C)c1ccc(Sc2nc(Nc3cc(C)[nH]n3)c3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348DD0>,404.14193026000004,6,2,4.538820000000003,yes
453,CHEMBL3735856,7.77,O=C(O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(-c5ccccc5F)cc34)CC2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348E40>,476.18598349999996,5,3,4.302200000000004,yes
454,CHEMBL4645337,7.77,CC(C)n1cc(C2=C(c3cccc(NC(=O)CF)c3)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348EB0>,406.14411868800005,5,2,3.0924000000000005,yes
455,CHEMBL2391102,7.77,CC(=O)Nc1cc(-c2nnc(SCc3ccc(-c4ccccc4C#N)cc3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348F20>,427.110295784,7,1,4.920980000000004,yes
456,CHEMBL340935,7.77,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3348F90>,486.190319932,8,1,2.621600000000001,yes
457,CHEMBL3401115,7.77,CC(C)C1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3357040>,332.164854132,6,0,1.8426,yes
