,molecule_chembl_id,pchembl_value,smiles,ROMol,MW,HBA,HBD,LogP,rule_of_five_conform
1279,CHEMBL3734956,6.64,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCCC(=O)O)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3358D60>,374.19540531199993,5,3,1.8780999999999994,yes
1280,CHEMBL494221,6.64,O[C@H]1CC[C@H](Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3358DD0>,377.14634485600004,6,2,3.525500000000002,yes
1281,CHEMBL3735291,6.64,COC(=O)c1ccoc1CN1CCC(CNC(=O)c2n[nH]c3ccc(OC)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3358E40>,426.190319932,7,2,2.5931000000000006,yes
1282,CHEMBL257370,6.64,OC12CC3CC(C1)CC(Nc1nc(N[C@H]4CC[C@H](O)CC4)ncc1Cl)(C3)C2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3358EB0>,392.197903848,6,4,3.341000000000002,yes
1283,CHEMBL2064628,6.64,CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C(C)(C)C)n[nH]c2C1(C)C)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3358F20>,427.25833991600007,5,2,3.8845000000000027,yes
1284,CHEMBL4546015,6.64,O=C(Nc1cc(-c2[nH]c(SCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3358F90>,444.142010512,4,2,5.918600000000003,yes
1285,CHEMBL4864059,6.64,O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351040>,546.214616532,6,3,4.372800000000003,yes
1286,CHEMBL2391123,6.63,c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33510B0>,402.1038134359999,6,0,5.467100000000004,yes
1287,CHEMBL3673983,6.63,Cc1[nH]nc2c1[C@H](c1ccccc1)C1=C(CC(C)(C)CC1=O)N2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351120>,307.168462292,3,2,3.918720000000002,yes
1288,CHEMBL1682840,6.63,Cn1c(N2CCOCC2)cc(-c2ccncn2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351190>,272.127325752,6,0,0.6788999999999998,yes
1289,CHEMBL4589431,6.63,C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351200>,384.10562500400005,4,2,3.3637000000000006,yes
1290,CHEMBL2064537,6.63,COCC1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351270>,471.125277152,8,0,5.353780000000005,yes
1291,CHEMBL261883,6.63,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Cl)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33512E0>,312.077788716,3,2,3.626800000000001,yes
1292,CHEMBL158559,6.63,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351350>,325.06987045200003,6,3,1.7799999999999994,yes
1293,CHEMBL4450851,6.63,COc1cc(/C=C2\C(=O)Nc3ccc(NC(C)=O)cc32)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33513C0>,368.13722174,5,2,3.1635000000000018,yes
1294,CHEMBL491064,6.63,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(C3CC3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351430>,382.131742436,4,1,4.369100000000003,yes
1295,CHEMBL3410099,6.62,O=C(Nc1cc(-c2ccc3cccnc3c2)ccn1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33514A0>,289.1215121,3,1,3.6453000000000024,yes
1296,CHEMBL260329,6.62,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc4ccccc34)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351510>,330.148061196,3,2,4.516700000000003,yes
1297,CHEMBL182007,6.62,Cc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351580>,321.147726848,4,1,4.326920000000002,yes
1298,CHEMBL4746403,6.62,CCCNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33515F0>,613.2835091080001,9,4,5.200900000000005,no
1299,CHEMBL4550261,6.62,Nc1ncc(-c2ccc(F)cc2)cc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351660>,391.144453036,5,3,3.465700000000001,yes
1300,CHEMBL3110144,6.62,Cc1nn(-c2ccc(Cl)cc2Cl)c2c1c1c(c3cccn32)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33516D0>,384.01808092,5,1,3.777020000000002,yes
1301,CHEMBL323944,6.62,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351740>,379.16175416400006,11,2,0.6753999999999993,yes
1302,CHEMBL334084,6.62,COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc(C(F)(F)F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33517B0>,346.092912316,2,2,4.356900000000002,yes
1303,CHEMBL4788108,6.62,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351820>,731.2373467640001,12,4,2.4488000000000003,no
1304,CHEMBL1078929,6.62,Nc1nonc1-c1nc2ccccc2n1C1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351890>,283.143310164,6,1,3.173700000000002,yes
1305,CHEMBL4868956,6.61,O=C(NCC1CCN(Cc2ccc(F)cc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351900>,530.244167072,6,3,3.858500000000002,yes
1306,CHEMBL160598,6.61,COc1ccc(C2=C(Nc3ccc(SC)cc3)C(=O)NC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351970>,340.088163372,5,2,2.8967,yes
1307,CHEMBL1630466,6.61,N#Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD33519E0>,262.08546094,5,1,3.3518800000000013,yes
1308,CHEMBL248219,6.61,CNc1cc(-c2ccccc2Cl)nc2c(Br)cnn12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351A50>,335.9777361000001,4,1,3.853900000000002,yes
1309,CHEMBL523435,6.61,COc1cccc2c(C3=C(c4cn(C)c5cc(I)c(F)cc45)C(=O)NC3=O)coc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351AC0>,515.9982331479999,5,1,4.244000000000002,yes
1310,CHEMBL4462530,6.61,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351B30>,429.193152816,5,2,3.8142000000000023,yes
1311,CHEMBL3961252,6.61,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351BA0>,367.168462292,2,2,4.602000000000003,yes
1312,CHEMBL1940908,6.6,CC1CC2(CCC2)n2cc(C(=O)O)c(=O)c3c(N)c(F)c(NCCNc4ccccn4)c(c32)O1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351C10>,467.1968825320001,8,4,3.390200000000001,yes
1313,CHEMBL260135,6.6,Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351C80>,287.117095416,4,2,3.2691000000000017,yes
1314,CHEMBL3735962,6.6,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccccc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351CF0>,378.205576072,4,2,3.2135000000000016,yes
1315,CHEMBL233149,6.6,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)S1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351D60>,349.019097832,6,3,1.7326700000000002,yes
1316,CHEMBL1940904,6.6,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCCC1)CCO2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351DD0>,467.1968825319999,8,4,3.3918000000000017,yes
1317,CHEMBL155931,6.6,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351E40>,325.06987045200003,6,3,1.7799999999999994,yes
1318,CHEMBL2062581,6.6,CC(=O)Nc1ccc2[nH]cc(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351EB0>,371.14945816400007,6,3,3.281980000000001,yes
1319,CHEMBL1080377,6.6,O=C1NN=C(c2ccncc2)/C1=N/Nc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351F20>,299.05738762,5,2,2.037,yes
1320,CHEMBL160231,6.59,COc1ccccc1C1=C(Nc2cccc(O)c2)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD3351F90>,310.095356928,5,3,1.8803999999999994,yes
1321,CHEMBL346829,6.59,COc1cccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B040>,328.061469956,4,2,2.8282000000000007,yes
1322,CHEMBL571486,6.59,COc1cc2c(C)cc3c(c2cc1OC)C(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B0B0>,271.084457896,4,1,2.04902,yes
1323,CHEMBL1086781,6.58,CCCC(=O)Nc1n[nH]c2cc(-c3ccoc3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B120>,269.11642672,3,2,3.5615000000000014,yes
1324,CHEMBL1682346,6.58,Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B190>,290.127994448,5,2,2.4519,yes
1325,CHEMBL522760,6.58,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B200>,424.06261282799994,5,1,4.292800000000002,yes
1326,CHEMBL1630445,6.58,O=C(O)CCN(CCC(=O)O)c1ccc(/C=C2\SC(=S)NC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B270>,380.05006361200003,6,3,1.9311999999999996,yes
1327,CHEMBL4228654,6.58,CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B2E0>,373.153874848,6,2,4.001000000000002,yes
1328,CHEMBL4456961,6.58,COc1ccccc1-c1nc(C(N)=O)[nH]c1-c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B350>,377.148789468,5,3,2.5947000000000005,yes
1329,CHEMBL596072,6.58,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B3C0>,464.196074008,6,3,5.018420000000003,yes
1330,CHEMBL4759253,6.58,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2F)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B430>,523.20533904,7,2,4.472700000000004,yes
1331,CHEMBL558512,6.58,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCn2ccnc2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B4A0>,422.14912381600004,7,1,2.9124000000000008,yes
1332,CHEMBL3735613,6.58,CCOC(=O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(Br)cc34)CC2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B510>,488.10591738,6,2,3.7371000000000016,yes
1333,CHEMBL4452731,6.58,COc1ccc(CNC(=O)Nc2nc3ccc(C(C)=O)cc3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B580>,338.137890436,4,3,3.0958000000000006,yes
1334,CHEMBL1092134,6.57,O=C(Nc1ccccc1)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B5F0>,362.09343878,2,3,5.527300000000003,yes
1335,CHEMBL4639781,6.57,Fc1ccccc1-n1cc(CSc2nnc(Cn3c(C(F)(F)F)nc4ccccc43)o2)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B660>,475.0838419160001,9,0,4.498500000000003,yes
1336,CHEMBL1834320,6.57,COc1c(NCCNc2ccccn2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C)c12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B6D0>,401.14993233999996,8,4,1.8855999999999995,yes
1337,CHEMBL4293305,6.57,O=C(O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B740>,529.1783753440001,8,3,5.169700000000004,no
1338,CHEMBL572560,6.57,Cc1ccc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3n2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B7B0>,337.07726434,4,0,4.800620000000004,yes
1339,CHEMBL3735154,6.57,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccnc(C(=O)O)c4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B820>,423.19065428,6,3,2.3067,yes
1340,CHEMBL1088154,6.57,COc1ccccc1N/N=C1\C(=O)NN=C1c1cnccc1OC,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B890>,325.11748934,7,2,1.4007999999999998,yes
1341,CHEMBL3091673,6.57,COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc3c(c1)/C(=C/c1cnc[nH]1)C(=O)N3)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B900>,459.1906542800001,6,3,2.9164000000000003,yes
1342,CHEMBL366668,6.57,CN(C)CCCn1nc(C2=C(c3cn(-c4ccccc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B970>,489.216475104,6,1,4.499100000000004,yes
1343,CHEMBL256517,6.55,O=[N+]([O-])c1cnc(N[C@H]2CC[C@H](O)CC2)nc1Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334B9E0>,329.148789468,7,3,2.8438000000000008,yes
1344,CHEMBL578861,6.55,COP(=O)(OC)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BA50>,382.097010338,5,0,5.779420000000004,yes
1345,CHEMBL4865615,6.55,O=C(NCC1CCN(Cc2ccc(F)c(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BAC0>,548.2347452600001,6,3,3.997600000000002,yes
1346,CHEMBL4796925,6.55,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BB30>,378.1552718160001,8,3,2.1850999999999994,yes
1347,CHEMBL594755,6.55,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2ccccc2)cc1-c1cnc2[nH]nc(C)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BBA0>,455.2069730400001,8,3,3.8227400000000022,yes
1348,CHEMBL594523,6.55,Cc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BC10>,479.20697304000004,7,3,4.721840000000003,yes
1349,CHEMBL470567,6.55,Clc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BC80>,344.038626336,5,0,4.617200000000003,yes
1350,CHEMBL326705,6.55,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BCF0>,393.17740422800006,11,2,1.0654999999999992,yes
1351,CHEMBL255948,6.55,O[C@H]1CC[C@H](Nc2ncc3nnn(-c4ccccc4)c3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BD60>,310.154209196,7,2,1.9258999999999997,yes
1352,CHEMBL197226,6.55,NC1=NONC1N1N=NC(c2n[nH]c(-c3ccncc3)n2)C1CN1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BDD0>,397.20870435600006,11,3,0.5782,yes
1353,CHEMBL4176856,6.55,CCNC(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BE40>,320.17092188,9,2,-0.03189999999999937,yes
1354,CHEMBL1682545,6.54,c1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BEB0>,292.078267384,4,2,4.4300000000000015,yes
1355,CHEMBL4100748,6.54,Cc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BF20>,497.17981482399983,10,6,0.3211199999999996,yes
1356,CHEMBL288448,6.54,CC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334BF90>,252.101111004,3,2,2.5833000000000004,yes
1357,CHEMBL348505,6.54,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F040>,308.07970686399995,4,3,1.8643999999999996,yes
1358,CHEMBL1834115,6.54,Nc1c(F)c(NCCCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F0B0>,427.17074803599996,5,3,4.329800000000003,yes
1359,CHEMBL1078930,6.54,Nc1nonc1-c1nc2ccccc2n1CC1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F120>,255.112010036,6,1,2.0784999999999996,yes
1360,CHEMBL3827240,6.53,CCOc1ccc(Nc2nnc(Cn3c(C)nc4ccccc43)s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F190>,365.13103122800004,7,1,4.386820000000004,yes
1361,CHEMBL369316,6.53,O=C1NC(=O)C(c2cnc3ncccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F200>,497.18115221600004,8,1,1.518999999999999,yes
1362,CHEMBL4777312,6.53,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F270>,626.1947536800001,9,3,2.884900000000001,yes
1363,CHEMBL1098316,6.52,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F2E0>,355.17567291200004,9,3,0.9251999999999998,yes
1364,CHEMBL3661032,6.52,Cc1cc(-c2ccccc2Cl)nc(Nc2n[nH]c3ncc(F)cc23)c1C,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F350>,367.10000138000004,4,2,5.172840000000002,yes
1365,CHEMBL2182000,6.52,CN1CCN(S(=O)(=O)c2ccccc2-c2cnc(N)c(C(=O)Nc3cccnc3)n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F3C0>,453.1583085960001,8,2,1.3091999999999993,yes
1366,CHEMBL5175467,6.52,COc1cc2c(Br)cc3c(c2cc1OC)C(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F430>,334.97931989999995,4,1,2.5031,yes
1367,CHEMBL461139,6.52,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F4A0>,413.185174976,5,2,3.315800000000002,yes
1368,CHEMBL3734895,6.52,COc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(Cc5ccc(C(=O)O)o5)CC4)c3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F510>,488.2059699959999,6,3,4.171700000000003,yes
1369,CHEMBL2024373,6.52,CCCCC/N=c1\nc(-c2ccc(OC)cc2)n(-c2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F580>,353.156183356,5,0,4.700300000000004,yes
1370,CHEMBL3652548,6.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc([C@H]2CCCC[C@@H]2C)n1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F5F0>,340.181172892,5,2,4.232720000000002,yes
1371,CHEMBL351356,6.52,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F660>,298.050905272,3,2,2.8196000000000003,yes
1372,CHEMBL4851835,6.52,O=C(NCC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F6D0>,512.253588884,6,3,3.719400000000002,yes
1373,CHEMBL2022413,6.52,OCC/N=c1\nc(-c2ccccc2)n(-c2cccc3ccccc23)s1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F740>,347.109233164,5,1,3.647000000000003,yes
1374,CHEMBL2022415,6.52,OCC/N=c1\nc(-c2cccc3ccccc23)n(-c2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F7B0>,347.109233164,5,1,3.647000000000003,yes
1375,CHEMBL593813,6.52,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(Cl)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F820>,528.1788997200001,8,4,4.957440000000002,yes
1376,CHEMBL383104,6.52,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F890>,410.24302420000004,4,3,3.016400000000001,yes
1377,CHEMBL569046,6.51,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccc4ccccc4c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F900>,376.099396752,5,2,3.687800000000002,yes
1378,CHEMBL5170524,6.51,COc1cc(C(=O)N2CCCC2)ccc1-c1ccnc2[nH]c(C3CCNCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F970>,404.22122613600004,4,2,3.9415000000000022,yes
1379,CHEMBL3734985,6.51,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(Cl)cc4Cl)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334F9E0>,446.127631368,4,2,4.520300000000003,yes
1380,CHEMBL550825,6.51,Cc1cc(Nc2nc(N(C)c3ccccc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FA50>,330.15929457600004,5,2,4.1728200000000015,yes
1381,CHEMBL250145,6.51,Brc1cnn2c(NCc3cccnc3)cc(-c3ccco3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FAC0>,369.022522104,6,1,3.7589000000000015,yes
1382,CHEMBL4572532,6.51,N=C1NC(=O)/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)S1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FB30>,314.0361278,5,3,2.7834700000000003,yes
1383,CHEMBL184656,6.51,Fc1ccc(Nc2nccc(-c3c(-c4cccc(C(F)(F)F)c4)nn4ncccc34)n2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FBA0>,468.1121855160001,6,1,5.893900000000003,yes
1384,CHEMBL4646272,6.51,COc1cc2c(CNC3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)cc3c(c2cc1OC)C(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FC10>,554.147134792,9,2,2.5917000000000003,yes
1385,CHEMBL1098939,6.51,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)Cc3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FC80>,461.217537724,10,3,2.1546000000000003,yes
1386,CHEMBL3647953,6.51,Cc1nc(C)n2nc(-c3ccccc3)nc(NCCNc3ccc(C#N)cn3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FCF0>,384.18109264000003,8,2,3.1988200000000004,yes
1387,CHEMBL550925,6.51,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2cc(F)ccc12,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FD60>,454.15535206800007,7,1,3.441600000000002,yes
1388,CHEMBL4561377,6.5,Cc1ccc(-c2ccc(/C=C3/SC(=N)NC3=O)o2)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FDD0>,329.04702683200003,6,2,3.301890000000002,yes
1389,CHEMBL4633926,6.5,FC(F)(F)c1nc2ccccc2n1Cc1nnc(SCc2cn(-c3ccccc3)nn2)o1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FE40>,457.09326372800007,9,0,4.3594000000000035,yes
1390,CHEMBL4474810,6.5,Cc1csc(-c2cnc(N)c(/N=C/c3ccnc(NC(=O)C4CC4)c3)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FEB0>,377.131031228,6,2,4.194820000000002,yes
1391,CHEMBL251886,6.5,COCCn1cc(-c2ccnc(Nc3ccccc3)n2)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000021AD334FF20>,344.16371126,5,1,4.488300000000003,yes
