,molecule_chembl_id,pIC50,smile,ROMol,MW,HBA,HBD,LogP,rule_of_five_conform
1211,CHEMBL257860,8.05,OC1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1C80>,509.194215436,9,3,3.949500000000003,yes
1212,CHEMBL77452,8.05,OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1CF0>,428.16708238800004,5,4,5.660200000000003,yes
1213,CHEMBL503418,8.05,CN1CCN(Cc2ccc(Nc3nc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1D60>,589.182685448,9,2,6.6924000000000055,no
1214,CHEMBL3622654,8.05,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1DD0>,499.17864562400007,7,2,4.780000000000004,yes
1215,CHEMBL469355,8.05,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1E40>,450.013571524,8,3,4.013400000000002,yes
1216,CHEMBL3741026,8.05,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc(CC(C)C)cc4)c(OCCOC)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1EB0>,567.273321284,8,1,6.304100000000006,no
1217,CHEMBL506414,8.05,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1F20>,467.03291,6,1,7.534900000000002,yes
1218,CHEMBL3622644,8.05,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)cc3)ncnc2cc1O[C@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F1F90>,540.248503504,9,2,4.571400000000003,yes
1219,CHEMBL4517633,8.05,N#Cc1cnc2cc(OC[C@@H](O)CO)c(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2040>,640.1017178320001,10,4,5.903280000000004,no
1220,CHEMBL385471,8.05,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCC1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F20B0>,430.157181908,6,1,4.895100000000004,yes
1221,CHEMBL3814182,8.04,S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2120>,476.09528568400003,6,3,4.298800000000003,yes
1222,CHEMBL3219125,8.04,C=CC(=O)Nc1cccc(N2C(=O)CN(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2190>,556.2546515040001,9,2,2.8554000000000004,yes
1223,CHEMBL435993,8.04,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2200>,446.1065860760001,8,4,2.229399999999999,yes
1224,CHEMBL4092951,8.04,CNC(=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2270>,387.015328548,4,3,4.052100000000002,yes
1225,CHEMBL3639542,8.04,CC(C)N(C)C/C=C/C(=O)N1CCc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F22E0>,489.11568678000003,6,1,5.5228000000000055,yes
1226,CHEMBL4077956,8.04,NP(=O)(Oc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2350>,516.983678938,5,2,5.361100000000003,no
1227,CHEMBL3805039,8.04,C#Cc1cccc(Nc2ncnc3cc(OCC)c4c(c23)OCCO4)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F23C0>,347.12699140399997,6,1,3.524600000000002,yes
1228,CHEMBL3763360,8.04,COc1ccc(/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2430>,534.147011148,7,2,5.994100000000004,no
1229,CHEMBL598799,8.04,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F24A0>,568.18887596,8,3,6.588200000000005,no
1230,CHEMBL3956430,8.04,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2510>,459.18190116400007,8,3,4.502900000000003,yes
1231,CHEMBL1203939,8.03,CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2580>,363.114982748,5,1,4.731700000000004,yes
1232,CHEMBL4516635,8.03,COc1cc2c(Nc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F25F0>,660.2860318840001,8,2,6.577500000000006,no
1233,CHEMBL604914,8.03,O=C(COc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2660>,448.053487884,5,2,5.153400000000003,yes
1234,CHEMBL129509,8.03,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F26D0>,378.21680945199995,7,2,3.2110200000000013,yes
1235,CHEMBL596736,8.03,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2740>,434.11571101999994,7,3,4.229000000000002,yes
1236,CHEMBL3971939,8.03,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C)c4)ncnc3cc2OC)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F27B0>,418.200490692,6,1,4.246220000000004,yes
1237,CHEMBL357367,8.03,CCO.Nc1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2820>,338.12013219600004,6,3,4.168900000000002,yes
1238,CHEMBL4075103,8.02,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2890>,528.0037778840001,6,4,4.592200000000002,yes
1239,CHEMBL3622667,8.02,O=C(/C=C/CNC1CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2900>,477.11793718800004,6,3,5.014000000000002,yes
1240,CHEMBL53796,8.02,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2970>,343.04325754800004,5,1,3.5969000000000015,yes
1241,CHEMBL3752204,8.02,CN(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F29E0>,471.147345496,7,2,4.347400000000002,yes
1242,CHEMBL3357651,8.02,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2A50>,550.1895446560001,8,2,6.274720000000006,no
1243,CHEMBL2148051,8.01,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2AC0>,547.0847805759998,8,2,4.823300000000003,yes
1244,CHEMBL3680374,8.01,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2B30>,519.16488738,6,2,5.790400000000004,no
1245,CHEMBL3805238,8.01,CCOc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2c2c1OCCO2,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2BA0>,368.1120696119999,8,1,3.451500000000002,yes
1246,CHEMBL4290869,8.01,CC(C)(O)CC(=O)NCCc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2C10>,558.164553032,6,3,6.657600000000005,no
1247,CHEMBL3655348,8.0,CN(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c23)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2C80>,469.11393719200004,6,1,4.706580000000003,yes
1248,CHEMBL3813947,8.0,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C)c4)cnc3N)nc3ccccc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2CF0>,436.17600726000006,8,2,3.5897000000000014,yes
1249,CHEMBL207445,8.0,COCC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2D60>,461.16299556,7,2,3.4967000000000015,yes
1250,CHEMBL4786961,8.0,Fc1ccc(Br)c(F)c1Nc1ncnc2cc3c(cc12)OCCO3,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2DD0>,392.99244509999994,5,1,4.185300000000002,yes
1251,CHEMBL4099713,8.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2E40>,348.16985926000007,6,1,2.4250000000000007,yes
1252,CHEMBL276154,8.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2EB0>,416.141531844,6,1,4.6475000000000035,yes
1253,CHEMBL4439632,8.0,C=C(Cl)C(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2F20>,547.2462510080002,8,2,5.384720000000004,no
1254,CHEMBL214478,8.0,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F2F90>,459.147345496,7,2,3.503000000000002,yes
1255,CHEMBL489058,8.0,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3040>,557.2128427040001,8,1,6.428980000000007,no
1256,CHEMBL4125840,8.0,C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F30B0>,550.2917057080001,10,3,3.8576000000000024,yes
1257,CHEMBL311129,8.0,Cc1c(-c2ccccc2)[nH]c2ncnc(Nc3cccc(Cl)c3)c12,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3120>,334.09852416,3,2,5.330320000000001,yes
1258,CHEMBL479800,8.0,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3190>,451.05575362,6,1,7.0664000000000025,yes
1259,CHEMBL3622638,8.0,COCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3200>,528.248503504,9,2,4.428900000000003,yes
1260,CHEMBL93181,8.0,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3270>,329.016374104,4,1,4.1445000000000025,yes
1261,CHEMBL469354,8.0,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4cccc(Br)c4)c3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F32E0>,475.9724777560001,8,3,3.9834000000000014,yes
1262,CHEMBL181617,8.0,ClCCNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3350>,376.00903622799996,4,2,4.786600000000003,yes
1263,CHEMBL359629,8.0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F33C0>,605.2193675639999,7,2,7.6906800000000075,no
1264,CHEMBL382823,8.0,COCCN(Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)[C@@H](C)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3430>,461.16299556000007,7,2,3.4967000000000006,yes
1265,CHEMBL3786812,8.0,C#CCCn1cc(Nc2nc(OC[C@H]3CN(C(=O)C=C)C[C@@H]3OC)c3c(Cl)c[nH]c3n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F34A0>,469.16291530800004,8,2,2.6129,yes
1266,CHEMBL470011,8.0,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCCC5)cc4)sc23)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3510>,468.12992160399995,7,2,6.351900000000004,yes
1267,CHEMBL205149,8.0,COc1cc(OC2CCNCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3580>,402.12588178000004,6,2,4.305300000000003,yes
1268,CHEMBL300791,8.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F35F0>,445.16808094000004,7,1,3.8007000000000026,yes
1269,CHEMBL52076,8.0,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3660>,315.01195742000004,5,2,3.113100000000001,yes
1270,CHEMBL325245,8.0,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F36D0>,295.132076784,5,1,3.259100000000002,yes
1271,CHEMBL4086878,8.0,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C)ccn2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3740>,395.14159591200007,6,3,4.378720000000002,yes
1272,CHEMBL3965948,8.0,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F37B0>,561.0414585520001,10,1,3.7094000000000023,yes
1273,CHEMBL3671493,8.0,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCCNC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3820>,515.096829916,6,3,4.694600000000004,yes
1274,CHEMBL105053,8.0,C[C@@H](Nc1[nH]cnc2nc(-c3ccccc3)cc1-2)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3890>,314.153146576,3,2,4.749600000000004,yes
1275,CHEMBL14699,8.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3900>,432.13644646399996,7,1,3.885500000000003,yes
1276,CHEMBL3904966,8.0,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Br)c(Cl)c4F)ncnc3cc2OC)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3970>,520.031308468,6,1,5.102700000000004,no
1277,CHEMBL4060103,8.0,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc(F)cc4)ccc23)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F39E0>,502.24925245200006,6,3,5.2435000000000045,no
1278,CHEMBL3893822,8.0,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2C)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3A50>,552.2597368840001,10,3,5.8919400000000035,no
1279,CHEMBL554,8.0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3AC0>,580.1347322120001,8,2,6.139100000000005,no
1280,CHEMBL208292,8.0,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3B30>,429.13678081200004,6,2,3.624200000000002,yes
1281,CHEMBL300491,8.0,COc1ccc2cncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3BA0>,160.063662876,3,0,1.6383999999999999,yes
1282,CHEMBL3752448,8.0,C=CC(=O)Nc1cccc(-n2c(=O)cc(C3CC3)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3C10>,551.2644879160001,9,2,4.2866000000000035,yes
1283,CHEMBL419137,8.0,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3C80>,321.147726848,5,1,3.615000000000002,yes
1284,CHEMBL207235,8.0,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3CF0>,459.147345496,7,2,3.249100000000001,yes
1285,CHEMBL251124,8.0,CCOc1cc2ncnc(C#Cc3[nH]ccc3-c3ccccc3)c2cc1OCC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3D60>,383.163376912,4,1,4.822100000000003,yes
1286,CHEMBL155761,8.0,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3DD0>,583.091487496,9,2,6.324900000000005,no
1287,CHEMBL4473768,8.0,COc1cc(Nc2ncnc3cc(-c4ccc(I)cc4)sc23)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3E40>,519.011360436,7,1,5.732300000000004,no
1288,CHEMBL3786343,8.0,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3EB0>,486.183795072,8,2,5.103500000000004,yes
1289,CHEMBL135902,8.0,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3F20>,332.038626336,5,0,4.451600000000003,yes
1290,CHEMBL4225166,8.0,C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)c(Br)c4)c3n2)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F3F90>,582.150262456,9,2,4.591600000000003,yes
1291,CHEMBL3890186,8.0,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4040>,577.28013798,9,2,5.387100000000004,no
1292,CHEMBL3233774,8.0,O=C(/C=C/CNCC1COC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F40B0>,447.093201748,7,3,3.9581000000000017,yes
1293,CHEMBL1645476,8.0,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4120>,374.14220054,6,2,3.1885000000000003,yes
1294,CHEMBL4103201,8.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4190>,388.17600726000006,7,2,2.3013000000000003,yes
1295,CHEMBL461792,8.0,COC[C@H]1Oc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2O[C@@H]1COC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4200>,401.11423379999997,7,1,3.828000000000002,yes
1296,CHEMBL4250273,8.0,COc1ccc(N(c2ncnc3occ(C)c23)C(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4270>,297.147726848,5,0,4.086320000000003,yes
1297,CHEMBL1645466,8.0,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F42E0>,346.190594704,6,2,2.377300000000001,yes
1298,CHEMBL4065288,7.99,S=C(Nc1cccnc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4350>,450.02622758,5,3,5.339800000000002,yes
1299,CHEMBL4863294,7.99,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2)nn1)NO,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F43C0>,527.1080632960001,8,3,4.989400000000004,yes
1300,CHEMBL3219130,7.99,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)CC)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4430>,612.31725176,9,2,4.270100000000004,yes
1301,CHEMBL4287141,7.98,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(F)ccc34)n2)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F44A0>,529.2601514840001,8,2,4.804000000000004,yes
1302,CHEMBL4072874,7.98,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)c23)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4510>,499.18083854400004,3,3,7.2176000000000045,yes
1303,CHEMBL3763796,7.98,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCOC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4580>,571.279469284,9,2,5.450380000000005,no
1304,CHEMBL3760072,7.98,CC1(C)OCc2c(Nc3n[nH]c4c(F)cc(F)cc34)nc(-c3cn[nH]c3)nc21,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F45F0>,383.1306145400001,6,3,3.530100000000001,yes
1305,CHEMBL597569,7.98,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4660>,506.17322589599996,8,3,5.025800000000004,no
1306,CHEMBL4209019,7.98,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F46D0>,571.3183350560001,10,3,4.785200000000004,yes
1307,CHEMBL4759031,7.98,Fc1c(I)cccc1Nc1ncnc2cc3c(cc12)OCCO3,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4740>,422.988002812,5,1,3.888300000000002,yes
1308,CHEMBL3344215,7.97,CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F47B0>,566.1190821480001,8,2,6.049300000000005,no
1309,CHEMBL3763757,7.97,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(OC)c3)c2cc1OCCOC,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4820>,576.2947849999999,9,2,5.587300000000005,no
1310,CHEMBL1928315,7.97,O=C(c1cc2ccccc2s1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4890>,439.0016098720001,6,1,6.6731000000000025,yes
1311,CHEMBL4746488,7.97,COc1cccc2cc(N(C)c3nc(C)nc4ccccc34)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4900>,329.152812228,4,0,4.867920000000003,yes
1312,CHEMBL2437226,7.97,Cc1ccc(S(=O)(=O)O)cc1.NS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4970>,753.1493962960002,10,4,6.624720000000006,no
1313,CHEMBL3436356,7.97,Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCNCC6)o5)cc34)cc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F49E0>,715.20314612,9,3,7.651820000000006,no
1314,CHEMBL4079553,7.97,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4A50>,522.1681405159999,10,5,1.702599999999999,yes
1315,CHEMBL4082763,7.96,C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(OC)n2)c(OC)cc1N(C)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4AC0>,529.2801379800001,9,2,4.518400000000003,yes
1316,CHEMBL4091569,7.96,OCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4B30>,406.12636044800007,5,3,5.105800000000004,yes
1317,CHEMBL4572315,7.96,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nccn1C,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4BA0>,487.08811636800004,9,1,4.995800000000004,yes
1318,CHEMBL511990,7.96,OC[C@@H]1CCCN1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4C10>,484.12483622400003,8,3,5.322700000000004,yes
1319,CHEMBL544867,7.96,Cc1cccc(Nc2ncnc3c2sc2ccc([N+](=O)[O-])cc23)c1.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001D6992F4C80>,372.044774336,6,1,5.226520000000003,yes
